Year,Month,Day,Hour,air_temp,dni,ghi,PeriodEnd.UTC,PeriodEnd.NZ
2022,11,13,20,17,116,59,2022-11-13T07:00:00Z,2022-11-13T07:00:00Z
2022,11,13,21,17,0,0,2022-11-13T08:00:00Z,2022-11-13T08:00:00Z
2022,11,13,22,16,0,0,2022-11-13T09:00:00Z,2022-11-13T09:00:00Z
2022,11,13,23,16,0,0,2022-11-13T10:00:00Z,2022-11-13T10:00:00Z
2022,11,14,0,16,0,0,2022-11-13T11:00:00Z,2022-11-13T11:00:00Z
2022,11,14,1,16,0,0,2022-11-13T12:00:00Z,2022-11-13T12:00:00Z
2022,11,14,2,16,0,0,2022-11-13T13:00:00Z,2022-11-13T13:00:00Z
2022,11,14,3,15,0,0,2022-11-13T14:00:00Z,2022-11-13T14:00:00Z
2022,11,14,4,15,0,0,2022-11-13T15:00:00Z,2022-11-13T15:00:00Z
2022,11,14,5,15,0,0,2022-11-13T16:00:00Z,2022-11-13T16:00:00Z
2022,11,14,6,15,0,0,2022-11-13T17:00:00Z,2022-11-13T17:00:00Z
2022,11,14,7,15,50,24,2022-11-13T18:00:00Z,2022-11-13T18:00:00Z
2022,11,14,8,15,259,174,2022-11-13T19:00:00Z,2022-11-13T19:00:00Z
2022,11,14,9,16,441,369,2022-11-13T20:00:00Z,2022-11-13T20:00:00Z
2022,11,14,10,17,810,622,2022-11-13T21:00:00Z,2022-11-13T21:00:00Z
2022,11,14,11,18,74,500,2022-11-13T22:00:00Z,2022-11-13T22:00:00Z
2022,11,14,12,19,51,556,2022-11-13T23:00:00Z,2022-11-13T23:00:00Z
2022,11,14,13,19,710,903,2022-11-14T00:00:00Z,2022-11-14T00:00:00Z
2022,11,14,14,20,966,1009,2022-11-14T01:00:00Z,2022-11-14T01:00:00Z
2022,11,14,15,20,943,949,2022-11-14T02:00:00Z,2022-11-14T02:00:00Z
2022,11,14,16,20,905,831,2022-11-14T03:00:00Z,2022-11-14T03:00:00Z
2022,11,14,17,20,748,644,2022-11-14T04:00:00Z,2022-11-14T04:00:00Z
2022,11,14,18,20,603,441,2022-11-14T05:00:00Z,2022-11-14T05:00:00Z
2022,11,14,19,20,533,249,2022-11-14T06:00:00Z,2022-11-14T06:00:00Z
2022,11,14,20,19,220,66,2022-11-14T07:00:00Z,2022-11-14T07:00:00Z
2022,11,14,21,18,0,0,2022-11-14T08:00:00Z,2022-11-14T08:00:00Z
2022,11,14,22,18,0,0,2022-11-14T09:00:00Z,2022-11-14T09:00:00Z
2022,11,14,23,18,0,0,2022-11-14T10:00:00Z,2022-11-14T10:00:00Z
2022,11,15,0,17,0,0,2022-11-14T11:00:00Z,2022-11-14T11:00:00Z
2022,11,15,1,17,0,0,2022-11-14T12:00:00Z,2022-11-14T12:00:00Z
2022,11,15,2,17,0,0,2022-11-14T13:00:00Z,2022-11-14T13:00:00Z
2022,11,15,3,17,0,0,2022-11-14T14:00:00Z,2022-11-14T14:00:00Z
2022,11,15,4,17,0,0,2022-11-14T15:00:00Z,2022-11-14T15:00:00Z
2022,11,15,5,16,0,0,2022-11-14T16:00:00Z,2022-11-14T16:00:00Z
2022,11,15,6,16,0,0,2022-11-14T17:00:00Z,2022-11-14T17:00:00Z
2022,11,15,7,16,18,29,2022-11-14T18:00:00Z,2022-11-14T18:00:00Z
2022,11,15,8,17,93,157,2022-11-14T19:00:00Z,2022-11-14T19:00:00Z
2022,11,15,9,18,156,300,2022-11-14T20:00:00Z,2022-11-14T20:00:00Z
2022,11,15,10,18,729,600,2022-11-14T21:00:00Z,2022-11-14T21:00:00Z
2022,11,15,11,19,420,646,2022-11-14T22:00:00Z,2022-11-14T22:00:00Z
2022,11,15,12,19,672,825,2022-11-14T23:00:00Z,2022-11-14T23:00:00Z
2022,11,15,13,20,1,422,2022-11-15T00:00:00Z,2022-11-15T00:00:00Z
2022,11,15,14,20,0,181,2022-11-15T01:00:00Z,2022-11-15T01:00:00Z
2022,11,15,15,20,0,213,2022-11-15T02:00:00Z,2022-11-15T02:00:00Z
2022,11,15,16,20,36,354,2022-11-15T03:00:00Z,2022-11-15T03:00:00Z
2022,11,15,17,20,27,294,2022-11-15T04:00:00Z,2022-11-15T04:00:00Z
2022,11,15,18,20,0,110,2022-11-15T05:00:00Z,2022-11-15T05:00:00Z
2022,11,15,19,20,0,77,2022-11-15T06:00:00Z,2022-11-15T06:00:00Z
2022,11,15,20,20,0,20,2022-11-15T07:00:00Z,2022-11-15T07:00:00Z
2022,11,15,21,19,0,0,2022-11-15T08:00:00Z,2022-11-15T08:00:00Z
2022,11,15,22,19,0,0,2022-11-15T09:00:00Z,2022-11-15T09:00:00Z
2022,11,15,23,18,0,0,2022-11-15T10:00:00Z,2022-11-15T10:00:00Z
2022,11,16,0,18,0,0,2022-11-15T11:00:00Z,2022-11-15T11:00:00Z
2022,11,16,1,18,0,0,2022-11-15T12:00:00Z,2022-11-15T12:00:00Z
2022,11,16,2,18,0,0,2022-11-15T13:00:00Z,2022-11-15T13:00:00Z
2022,11,16,3,17,0,0,2022-11-15T14:00:00Z,2022-11-15T14:00:00Z
2022,11,16,4,17,0,0,2022-11-15T15:00:00Z,2022-11-15T15:00:00Z
2022,11,16,5,17,0,0,2022-11-15T16:00:00Z,2022-11-15T16:00:00Z
2022,11,16,6,17,0,0,2022-11-15T17:00:00Z,2022-11-15T17:00:00Z
2022,11,16,7,17,4,11,2022-11-15T18:00:00Z,2022-11-15T18:00:00Z
2022,11,16,8,17,0,80,2022-11-15T19:00:00Z,2022-11-15T19:00:00Z
2022,11,16,9,18,131,288,2022-11-15T20:00:00Z,2022-11-15T20:00:00Z
2022,11,16,10,19,272,455,2022-11-15T21:00:00Z,2022-11-15T21:00:00Z
2022,11,16,11,20,103,488,2022-11-15T22:00:00Z,2022-11-15T22:00:00Z
2022,11,16,12,20,290,678,2022-11-15T23:00:00Z,2022-11-15T23:00:00Z
2022,11,16,13,20,498,816,2022-11-16T00:00:00Z,2022-11-16T00:00:00Z
2022,11,16,14,20,478,812,2022-11-16T01:00:00Z,2022-11-16T01:00:00Z
2022,11,16,15,20,28,526,2022-11-16T02:00:00Z,2022-11-16T02:00:00Z
2022,11,16,16,21,53,506,2022-11-16T03:00:00Z,2022-11-16T03:00:00Z
2022,11,16,17,21,354,519,2022-11-16T04:00:00Z,2022-11-16T04:00:00Z
2022,11,16,18,21,410,395,2022-11-16T05:00:00Z,2022-11-16T05:00:00Z
2022,11,16,19,20,624,261,2022-11-16T06:00:00Z,2022-11-16T06:00:00Z
2022,11,16,20,19,225,71,2022-11-16T07:00:00Z,2022-11-16T07:00:00Z
2022,11,16,21,19,0,0,2022-11-16T08:00:00Z,2022-11-16T08:00:00Z
2022,11,16,22,18,0,0,2022-11-16T09:00:00Z,2022-11-16T09:00:00Z
2022,11,16,23,18,0,0,2022-11-16T10:00:00Z,2022-11-16T10:00:00Z
2022,11,17,0,18,0,0,2022-11-16T11:00:00Z,2022-11-16T11:00:00Z
2022,11,17,1,18,0,0,2022-11-16T12:00:00Z,2022-11-16T12:00:00Z
2022,11,17,2,18,0,0,2022-11-16T13:00:00Z,2022-11-16T13:00:00Z
2022,11,17,3,18,0,0,2022-11-16T14:00:00Z,2022-11-16T14:00:00Z
2022,11,17,4,18,0,0,2022-11-16T15:00:00Z,2022-11-16T15:00:00Z
2022,11,17,5,18,0,0,2022-11-16T16:00:00Z,2022-11-16T16:00:00Z
2022,11,17,6,18,0,0,2022-11-16T17:00:00Z,2022-11-16T17:00:00Z
2022,11,17,7,18,0,14,2022-11-16T18:00:00Z,2022-11-16T18:00:00Z
2022,11,17,8,18,0,39,2022-11-16T19:00:00Z,2022-11-16T19:00:00Z
2022,11,17,9,18,0,78,2022-11-16T20:00:00Z,2022-11-16T20:00:00Z
2022,11,17,10,19,0,119,2022-11-16T21:00:00Z,2022-11-16T21:00:00Z
2022,11,17,11,19,0,192,2022-11-16T22:00:00Z,2022-11-16T22:00:00Z
2022,11,17,12,19,0,301,2022-11-16T23:00:00Z,2022-11-16T23:00:00Z
2022,11,17,13,19,0,135,2022-11-17T00:00:00Z,2022-11-17T00:00:00Z
2022,11,17,14,19,0,88,2022-11-17T01:00:00Z,2022-11-17T01:00:00Z
2022,11,17,15,19,0,80,2022-11-17T02:00:00Z,2022-11-17T02:00:00Z
2022,11,17,16,19,0,204,2022-11-17T03:00:00Z,2022-11-17T03:00:00Z
2022,11,17,17,19,0,230,2022-11-17T04:00:00Z,2022-11-17T04:00:00Z
2022,11,17,18,19,25,261,2022-11-17T05:00:00Z,2022-11-17T05:00:00Z
2022,11,17,19,19,56,162,2022-11-17T06:00:00Z,2022-11-17T06:00:00Z
2022,11,17,20,18,0,41,2022-11-17T07:00:00Z,2022-11-17T07:00:00Z
2022,11,17,21,18,0,0,2022-11-17T08:00:00Z,2022-11-17T08:00:00Z
2022,11,17,22,17,0,0,2022-11-17T09:00:00Z,2022-11-17T09:00:00Z
2022,11,17,23,17,0,0,2022-11-17T10:00:00Z,2022-11-17T10:00:00Z
2022,11,18,0,17,0,0,2022-11-17T11:00:00Z,2022-11-17T11:00:00Z
2022,11,18,1,17,0,0,2022-11-17T12:00:00Z,2022-11-17T12:00:00Z
2022,11,18,2,17,0,0,2022-11-17T13:00:00Z,2022-11-17T13:00:00Z
2022,11,18,3,17,0,0,2022-11-17T14:00:00Z,2022-11-17T14:00:00Z
2022,11,18,4,17,0,0,2022-11-17T15:00:00Z,2022-11-17T15:00:00Z
2022,11,18,5,17,0,0,2022-11-17T16:00:00Z,2022-11-17T16:00:00Z
2022,11,18,6,17,0,0,2022-11-17T17:00:00Z,2022-11-17T17:00:00Z
2022,11,18,7,17,0,12,2022-11-17T18:00:00Z,2022-11-17T18:00:00Z
2022,11,18,8,17,0,38,2022-11-17T19:00:00Z,2022-11-17T19:00:00Z
2022,11,18,9,18,0,70,2022-11-17T20:00:00Z,2022-11-17T20:00:00Z
2022,11,18,10,18,0,121,2022-11-17T21:00:00Z,2022-11-17T21:00:00Z
2022,11,18,11,18,0,155,2022-11-17T22:00:00Z,2022-11-17T22:00:00Z
2022,11,18,12,19,0,182,2022-11-17T23:00:00Z,2022-11-17T23:00:00Z
2022,11,18,13,19,0,255,2022-11-18T00:00:00Z,2022-11-18T00:00:00Z
2022,11,18,14,19,0,53,2022-11-18T01:00:00Z,2022-11-18T01:00:00Z
2022,11,18,15,18,34,261,2022-11-18T02:00:00Z,2022-11-18T02:00:00Z
2022,11,18,16,19,0,263,2022-11-18T03:00:00Z,2022-11-18T03:00:00Z
2022,11,18,17,20,0,102,2022-11-18T04:00:00Z,2022-11-18T04:00:00Z
2022,11,18,18,19,32,242,2022-11-18T05:00:00Z,2022-11-18T05:00:00Z
2022,11,18,19,18,32,143,2022-11-18T06:00:00Z,2022-11-18T06:00:00Z
2022,11,18,20,18,0,39,2022-11-18T07:00:00Z,2022-11-18T07:00:00Z
2022,11,18,21,18,0,0,2022-11-18T08:00:00Z,2022-11-18T08:00:00Z
2022,11,18,22,17,0,0,2022-11-18T09:00:00Z,2022-11-18T09:00:00Z
2022,11,18,23,17,0,0,2022-11-18T10:00:00Z,2022-11-18T10:00:00Z
2022,11,19,0,16,0,0,2022-11-18T11:00:00Z,2022-11-18T11:00:00Z
2022,11,19,1,16,0,0,2022-11-18T12:00:00Z,2022-11-18T12:00:00Z
2022,11,19,2,16,0,0,2022-11-18T13:00:00Z,2022-11-18T13:00:00Z
2022,11,19,3,16,0,0,2022-11-18T14:00:00Z,2022-11-18T14:00:00Z
2022,11,19,4,15,0,0,2022-11-18T15:00:00Z,2022-11-18T15:00:00Z
2022,11,19,5,15,0,0,2022-11-18T16:00:00Z,2022-11-18T16:00:00Z
2022,11,19,6,15,0,0,2022-11-18T17:00:00Z,2022-11-18T17:00:00Z
2022,11,19,7,15,0,17,2022-11-18T18:00:00Z,2022-11-18T18:00:00Z
2022,11,19,8,16,0,54,2022-11-18T19:00:00Z,2022-11-18T19:00:00Z
2022,11,19,9,17,133,265,2022-11-18T20:00:00Z,2022-11-18T20:00:00Z
2022,11,19,10,18,164,418,2022-11-18T21:00:00Z,2022-11-18T21:00:00Z
2022,11,19,11,19,4,341,2022-11-18T22:00:00Z,2022-11-18T22:00:00Z
2022,11,19,12,20,389,690,2022-11-18T23:00:00Z,2022-11-18T23:00:00Z
2022,11,19,13,20,529,848,2022-11-19T00:00:00Z,2022-11-19T00:00:00Z
2022,11,19,14,20,517,848,2022-11-19T01:00:00Z,2022-11-19T01:00:00Z
2022,11,19,15,20,867,934,2022-11-19T02:00:00Z,2022-11-19T02:00:00Z
2022,11,19,16,20,914,846,2022-11-19T03:00:00Z,2022-11-19T03:00:00Z
2022,11,19,17,20,789,666,2022-11-19T04:00:00Z,2022-11-19T04:00:00Z
2022,11,19,18,20,522,429,2022-11-19T05:00:00Z,2022-11-19T05:00:00Z
2022,11,19,19,19,120,168,2022-11-19T06:00:00Z,2022-11-19T06:00:00Z
2022,11,19,20,19,0,30,2022-11-19T07:00:00Z,2022-11-19T07:00:00Z
2022,11,19,21,18,0,0,2022-11-19T08:00:00Z,2022-11-19T08:00:00Z
2022,11,19,22,18,0,0,2022-11-19T09:00:00Z,2022-11-19T09:00:00Z
2022,11,19,23,18,0,0,2022-11-19T10:00:00Z,2022-11-19T10:00:00Z
2022,11,20,0,18,0,0,2022-11-19T11:00:00Z,2022-11-19T11:00:00Z
2022,11,20,1,17,0,0,2022-11-19T12:00:00Z,2022-11-19T12:00:00Z
2022,11,20,2,17,0,0,2022-11-19T13:00:00Z,2022-11-19T13:00:00Z
2022,11,20,3,16,0,0,2022-11-19T14:00:00Z,2022-11-19T14:00:00Z
2022,11,20,4,16,0,0,2022-11-19T15:00:00Z,2022-11-19T15:00:00Z
2022,11,20,5,16,0,0,2022-11-19T16:00:00Z,2022-11-19T16:00:00Z
2022,11,20,6,16,0,0,2022-11-19T17:00:00Z,2022-11-19T17:00:00Z
2022,11,20,7,16,172,48,2022-11-19T18:00:00Z,2022-11-19T18:00:00Z
2022,11,20,8,16,163,161,2022-11-19T19:00:00Z,2022-11-19T19:00:00Z
2022,11,20,9,17,622,416,2022-11-19T20:00:00Z,2022-11-19T20:00:00Z
2022,11,20,10,18,481,524,2022-11-19T21:00:00Z,2022-11-19T21:00:00Z
2022,11,20,11,19,500,676,2022-11-19T22:00:00Z,2022-11-19T22:00:00Z
2022,11,20,12,20,95,583,2022-11-19T23:00:00Z,2022-11-19T23:00:00Z
2022,11,20,13,20,419,793,2022-11-20T00:00:00Z,2022-11-20T00:00:00Z
2022,11,20,14,18,262,727,2022-11-20T01:00:00Z,2022-11-20T01:00:00Z
2022,11,20,15,18,23,538,2022-11-20T02:00:00Z,2022-11-20T02:00:00Z
2022,11,20,16,18,39,496,2022-11-20T03:00:00Z,2022-11-20T03:00:00Z
2022,11,20,17,17,8,345,2022-11-20T04:00:00Z,2022-11-20T04:00:00Z
2022,11,20,18,18,70,309,2022-11-20T05:00:00Z,2022-11-20T05:00:00Z
2022,11,20,19,18,91,194,2022-11-20T06:00:00Z,2022-11-20T06:00:00Z
2022,11,20,20,18,0,45,2022-11-20T07:00:00Z,2022-11-20T07:00:00Z
2022,11,20,21,17,0,1,2022-11-20T08:00:00Z,2022-11-20T08:00:00Z
2022,11,20,22,17,0,0,2022-11-20T09:00:00Z,2022-11-20T09:00:00Z
2022,11,20,23,17,0,0,2022-11-20T10:00:00Z,2022-11-20T10:00:00Z
2022,11,21,0,17,0,0,2022-11-20T11:00:00Z,2022-11-20T11:00:00Z
2022,11,21,1,17,0,0,2022-11-20T12:00:00Z,2022-11-20T12:00:00Z
2022,11,21,2,17,0,0,2022-11-20T13:00:00Z,2022-11-20T13:00:00Z
2022,11,21,3,16,0,0,2022-11-20T14:00:00Z,2022-11-20T14:00:00Z
2022,11,21,4,16,0,0,2022-11-20T15:00:00Z,2022-11-20T15:00:00Z
2022,11,21,5,16,0,0,2022-11-20T16:00:00Z,2022-11-20T16:00:00Z
2022,11,21,6,16,0,0,2022-11-20T17:00:00Z,2022-11-20T17:00:00Z
2022,11,21,7,17,0,10,2022-11-20T18:00:00Z,2022-11-20T18:00:00Z
2022,11,21,8,18,2,92,2022-11-20T19:00:00Z,2022-11-20T19:00:00Z
2022,11,21,9,18,24,174,2022-11-20T20:00:00Z,2022-11-20T20:00:00Z
2022,11,21,10,18,0,256,2022-11-20T21:00:00Z,2022-11-20T21:00:00Z
2022,11,21,11,19,0,262,2022-11-20T22:00:00Z,2022-11-20T22:00:00Z
2022,11,21,12,19,0,294,2022-11-20T23:00:00Z,2022-11-20T23:00:00Z
2022,11,21,13,19,0,312,2022-11-21T00:00:00Z,2022-11-21T00:00:00Z
2022,11,21,14,19,0,268,2022-11-21T01:00:00Z,2022-11-21T01:00:00Z
2022,11,21,15,19,0,109,2022-11-21T02:00:00Z,2022-11-21T02:00:00Z
2022,11,21,16,19,0,42,2022-11-21T03:00:00Z,2022-11-21T03:00:00Z
2022,11,21,17,19,0,32,2022-11-21T04:00:00Z,2022-11-21T04:00:00Z
2022,11,21,18,19,0,24,2022-11-21T05:00:00Z,2022-11-21T05:00:00Z
2022,11,21,19,19,0,50,2022-11-21T06:00:00Z,2022-11-21T06:00:00Z
2022,11,21,20,18,0,15,2022-11-21T07:00:00Z,2022-11-21T07:00:00Z
2022,11,21,21,18,0,1,2022-11-21T08:00:00Z,2022-11-21T08:00:00Z
2022,11,21,22,18,0,0,2022-11-21T09:00:00Z,2022-11-21T09:00:00Z
2022,11,21,23,18,0,0,2022-11-21T10:00:00Z,2022-11-21T10:00:00Z
2022,11,22,0,17,0,0,2022-11-21T11:00:00Z,2022-11-21T11:00:00Z
2022,11,22,1,17,0,0,2022-11-21T12:00:00Z,2022-11-21T12:00:00Z
2022,11,22,2,17,0,0,2022-11-21T13:00:00Z,2022-11-21T13:00:00Z
2022,11,22,3,17,0,0,2022-11-21T14:00:00Z,2022-11-21T14:00:00Z
2022,11,22,4,16,0,0,2022-11-21T15:00:00Z,2022-11-21T15:00:00Z
2022,11,22,5,16,0,0,2022-11-21T16:00:00Z,2022-11-21T16:00:00Z
2022,11,22,6,16,0,0,2022-11-21T17:00:00Z,2022-11-21T17:00:00Z
2022,11,22,7,16,127,41,2022-11-21T18:00:00Z,2022-11-21T18:00:00Z
2022,11,22,8,17,301,192,2022-11-21T19:00:00Z,2022-11-21T19:00:00Z
2022,11,22,9,18,345,343,2022-11-21T20:00:00Z,2022-11-21T20:00:00Z
2022,11,22,10,19,10,331,2022-11-21T21:00:00Z,2022-11-21T21:00:00Z
2022,11,22,11,20,85,516,2022-11-21T22:00:00Z,2022-11-21T22:00:00Z
2022,11,22,12,20,4,456,2022-11-21T23:00:00Z,2022-11-21T23:00:00Z
2022,11,22,13,20,0,501,2022-11-22T00:00:00Z,2022-11-22T00:00:00Z
2022,11,22,14,20,0,486,2022-11-22T01:00:00Z,2022-11-22T01:00:00Z
2022,11,22,15,20,0,251,2022-11-22T02:00:00Z,2022-11-22T02:00:00Z
2022,11,22,16,20,0,90,2022-11-22T03:00:00Z,2022-11-22T03:00:00Z
2022,11,22,17,19,0,294,2022-11-22T04:00:00Z,2022-11-22T04:00:00Z
2022,11,22,18,19,10,228,2022-11-22T05:00:00Z,2022-11-22T05:00:00Z
2022,11,22,19,19,0,78,2022-11-22T06:00:00Z,2022-11-22T06:00:00Z
2022,11,22,20,19,0,15,2022-11-22T07:00:00Z,2022-11-22T07:00:00Z
2022,11,22,21,18,0,1,2022-11-22T08:00:00Z,2022-11-22T08:00:00Z
2022,11,22,22,18,0,0,2022-11-22T09:00:00Z,2022-11-22T09:00:00Z
2022,11,22,23,18,0,0,2022-11-22T10:00:00Z,2022-11-22T10:00:00Z
2022,11,23,0,18,0,0,2022-11-22T11:00:00Z,2022-11-22T11:00:00Z
2022,11,23,1,17,0,0,2022-11-22T12:00:00Z,2022-11-22T12:00:00Z
2022,11,23,2,16,0,0,2022-11-22T13:00:00Z,2022-11-22T13:00:00Z
2022,11,23,3,15,0,0,2022-11-22T14:00:00Z,2022-11-22T14:00:00Z
2022,11,23,4,15,0,0,2022-11-22T15:00:00Z,2022-11-22T15:00:00Z
2022,11,23,5,14,0,0,2022-11-22T16:00:00Z,2022-11-22T16:00:00Z
2022,11,23,6,14,0,0,2022-11-22T17:00:00Z,2022-11-22T17:00:00Z
2022,11,23,7,14,0,11,2022-11-22T18:00:00Z,2022-11-22T18:00:00Z
2022,11,23,8,15,0,44,2022-11-22T19:00:00Z,2022-11-22T19:00:00Z
2022,11,23,9,16,101,192,2022-11-22T20:00:00Z,2022-11-22T20:00:00Z
2022,11,23,10,17,545,526,2022-11-22T21:00:00Z,2022-11-22T21:00:00Z
2022,11,23,11,17,776,787,2022-11-22T22:00:00Z,2022-11-22T22:00:00Z
2022,11,23,12,18,940,958,2022-11-22T23:00:00Z,2022-11-22T23:00:00Z
2022,11,23,13,18,627,894,2022-11-23T00:00:00Z,2022-11-23T00:00:00Z
2022,11,23,14,19,879,1010,2022-11-23T01:00:00Z,2022-11-23T01:00:00Z
2022,11,23,15,19,392,758,2022-11-23T02:00:00Z,2022-11-23T02:00:00Z
2022,11,23,16,19,17,415,2022-11-23T03:00:00Z,2022-11-23T03:00:00Z
2022,11,23,17,19,214,507,2022-11-23T04:00:00Z,2022-11-23T04:00:00Z
2022,11,23,18,19,109,347,2022-11-23T05:00:00Z,2022-11-23T05:00:00Z
2022,11,23,19,18,164,218,2022-11-23T06:00:00Z,2022-11-23T06:00:00Z
2022,11,23,20,18,60,60,2022-11-23T07:00:00Z,2022-11-23T07:00:00Z
2022,11,23,21,17,3,2,2022-11-23T08:00:00Z,2022-11-23T08:00:00Z
2022,11,23,22,17,0,0,2022-11-23T09:00:00Z,2022-11-23T09:00:00Z
2022,11,23,23,17,0,0,2022-11-23T10:00:00Z,2022-11-23T10:00:00Z
2022,11,24,0,17,0,0,2022-11-23T11:00:00Z,2022-11-23T11:00:00Z
2022,11,24,1,17,0,0,2022-11-23T12:00:00Z,2022-11-23T12:00:00Z
2022,11,24,2,17,0,0,2022-11-23T13:00:00Z,2022-11-23T13:00:00Z
2022,11,24,3,16,0,0,2022-11-23T14:00:00Z,2022-11-23T14:00:00Z
2022,11,24,4,16,0,0,2022-11-23T15:00:00Z,2022-11-23T15:00:00Z
2022,11,24,5,16,0,0,2022-11-23T16:00:00Z,2022-11-23T16:00:00Z
2022,11,24,6,15,0,0,2022-11-23T17:00:00Z,2022-11-23T17:00:00Z
2022,11,24,7,15,0,12,2022-11-23T18:00:00Z,2022-11-23T18:00:00Z
2022,11,24,8,15,0,19,2022-11-23T19:00:00Z,2022-11-23T19:00:00Z
2022,11,24,9,15,0,24,2022-11-23T20:00:00Z,2022-11-23T20:00:00Z
2022,11,24,10,15,176,357,2022-11-23T21:00:00Z,2022-11-23T21:00:00Z
2022,11,24,11,16,752,779,2022-11-23T22:00:00Z,2022-11-23T22:00:00Z
2022,11,24,12,17,570,821,2022-11-23T23:00:00Z,2022-11-23T23:00:00Z
2022,11,24,13,18,832,982,2022-11-24T00:00:00Z,2022-11-24T00:00:00Z
2022,11,24,14,18,624,912,2022-11-24T01:00:00Z,2022-11-24T01:00:00Z
2022,11,24,15,18,393,770,2022-11-24T02:00:00Z,2022-11-24T02:00:00Z
2022,11,24,16,18,825,837,2022-11-24T03:00:00Z,2022-11-24T03:00:00Z
2022,11,24,17,18,882,711,2022-11-24T04:00:00Z,2022-11-24T04:00:00Z
2022,11,24,18,17,478,444,2022-11-24T05:00:00Z,2022-11-24T05:00:00Z
2022,11,24,19,17,77,186,2022-11-24T06:00:00Z,2022-11-24T06:00:00Z
2022,11,24,20,17,9,46,2022-11-24T07:00:00Z,2022-11-24T07:00:00Z
2022,11,24,21,15,0,1,2022-11-24T08:00:00Z,2022-11-24T08:00:00Z
2022,11,24,22,14,0,0,2022-11-24T09:00:00Z,2022-11-24T09:00:00Z
2022,11,24,23,14,0,0,2022-11-24T10:00:00Z,2022-11-24T10:00:00Z
2022,11,25,0,14,0,0,2022-11-24T11:00:00Z,2022-11-24T11:00:00Z
2022,11,25,1,14,0,0,2022-11-24T12:00:00Z,2022-11-24T12:00:00Z
2022,11,25,2,14,0,0,2022-11-24T13:00:00Z,2022-11-24T13:00:00Z
2022,11,25,3,14,0,0,2022-11-24T14:00:00Z,2022-11-24T14:00:00Z
2022,11,25,4,14,0,0,2022-11-24T15:00:00Z,2022-11-24T15:00:00Z
2022,11,25,5,14,0,0,2022-11-24T16:00:00Z,2022-11-24T16:00:00Z
2022,11,25,6,15,0,0,2022-11-24T17:00:00Z,2022-11-24T17:00:00Z
2022,11,25,7,15,14,27,2022-11-24T18:00:00Z,2022-11-24T18:00:00Z
2022,11,25,8,15,220,185,2022-11-24T19:00:00Z,2022-11-24T19:00:00Z
2022,11,25,9,16,511,410,2022-11-24T20:00:00Z,2022-11-24T20:00:00Z
2022,11,25,10,16,801,650,2022-11-24T21:00:00Z,2022-11-24T21:00:00Z
2022,11,25,11,17,896,828,2022-11-24T22:00:00Z,2022-11-24T22:00:00Z
2022,11,25,12,17,693,873,2022-11-24T23:00:00Z,2022-11-24T23:00:00Z
2022,11,25,13,18,551,877,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z
2022,11,25,14,18,349,793,2022-11-25T01:00:00Z,2022-11-25T01:00:00Z
2022,11,25,15,18,366,763,2022-11-25T02:00:00Z,2022-11-25T02:00:00Z
2022,11,25,16,18,564,748,2022-11-25T03:00:00Z,2022-11-25T03:00:00Z
2022,11,25,17,18,336,541,2022-11-25T04:00:00Z,2022-11-25T04:00:00Z
2022,11,25,18,18,67,282,2022-11-25T05:00:00Z,2022-11-25T05:00:00Z
2022,11,25,19,17,56,172,2022-11-25T06:00:00Z,2022-11-25T06:00:00Z
2022,11,25,20,17,40,70,2022-11-25T07:00:00Z,2022-11-25T07:00:00Z
2022,11,25,21,16,4,2,2022-11-25T08:00:00Z,2022-11-25T08:00:00Z
2022,11,25,22,16,0,0,2022-11-25T09:00:00Z,2022-11-25T09:00:00Z
2022,11,25,23,16,0,0,2022-11-25T10:00:00Z,2022-11-25T10:00:00Z
2022,11,26,0,16,0,0,2022-11-25T11:00:00Z,2022-11-25T11:00:00Z
2022,11,26,1,16,0,0,2022-11-25T12:00:00Z,2022-11-25T12:00:00Z
2022,11,26,2,15,0,0,2022-11-25T13:00:00Z,2022-11-25T13:00:00Z
2022,11,26,3,15,0,0,2022-11-25T14:00:00Z,2022-11-25T14:00:00Z
2022,11,26,4,15,0,0,2022-11-25T15:00:00Z,2022-11-25T15:00:00Z
2022,11,26,5,15,0,0,2022-11-25T16:00:00Z,2022-11-25T16:00:00Z
2022,11,26,6,15,0,0,2022-11-25T17:00:00Z,2022-11-25T17:00:00Z
2022,11,26,7,15,0,13,2022-11-25T18:00:00Z,2022-11-25T18:00:00Z
2022,11,26,8,16,0,60,2022-11-25T19:00:00Z,2022-11-25T19:00:00Z
2022,11,26,9,16,1,199,2022-11-25T20:00:00Z,2022-11-25T20:00:00Z
2022,11,26,10,17,397,527,2022-11-25T21:00:00Z,2022-11-25T21:00:00Z
2022,11,26,11,18,493,682,2022-11-25T22:00:00Z,2022-11-25T22:00:00Z
2022,11,26,12,18,373,740,2022-11-25T23:00:00Z,2022-11-25T23:00:00Z
2022,11,26,13,18,598,880,2022-11-26T00:00:00Z,2022-11-26T00:00:00Z
2022,11,26,14,19,775,963,2022-11-26T01:00:00Z,2022-11-26T01:00:00Z
2022,11,26,15,19,640,867,2022-11-26T02:00:00Z,2022-11-26T02:00:00Z
2022,11,26,16,19,914,864,2022-11-26T03:00:00Z,2022-11-26T03:00:00Z
