PVSYST 7.4.2
,File,File date,Description
Project,cdt_Project.PRJ,11/10/23 04h07,cdt3,
Geographical Site,cdtKohu_MN81.SIT,11/10/23 04h07,CdtKohu;New Zealand;Pacific;,
Meteo data,CdtKohu_Custom_Imported_Recent0.MET,10/10/23 07h39,CdtKohu;Custom file;Imported,
Simulation variant,cdt_Project.VC0,08/10/23 17h30,New simulation variant,
Simulation date,,17/10/23 14h21

Simulation:,Hourly values, from 01/09/22, to 31/08/23 

date,GlobInc,GlobEff,EArray,E_Grid,E_Avail,PR,T_Amb,WindVel,InvLoss,IL_Oper,IL_Pmin,IL_Vmin,IL_Pmax,IL_Vmax,IL_Imax,EOutInv,EUseful,EffInvB,EffInvR,Lsr
    ,W/m²,W/m²,kW,kW,kW,ratio,°C,m/s,kW,kW,kW,kW,kW,kW,kW,kW,kW,%,%,ratio

01/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 01:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 02:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 03:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 04:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 05:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 06:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 07:00,104.39,96.725,0.1671,0,0.1529,0.8136,11,0,0.0142,0.0142,0,0,0,0,0,0.1529,0.1529,91.505,91.505,0.0755
01/09/22 08:00,400.34,389.42,0.6807,0.3046,0.6466,0.8974,12,0,0.034,0.034,0,0,0,0,0,0.6466,0.6466,95,95,0.0472
01/09/22 09:00,667.11,659.39,1.1064,0.7166,1.0586,0.8815,13,0,0.0478,0.0478,0,0,0,0,0,1.0586,1.0586,95.68,95.68,0.0398
01/09/22 10:00,812.77,808.15,1.314,0.9172,1.2592,0.8607,14,0,0.0549,0.0549,0,0,0,0,0,1.2592,1.2592,95.824,95.824,0.0375
01/09/22 11:00,812.18,808.02,1.3139,0.917,1.259,0.8612,14,0,0.0549,0.0549,0,0,0,0,0,1.259,1.259,95.824,95.824,0.0375
01/09/22 12:00,833.46,829.41,1.3368,0.9391,1.2811,0.8539,15,0,0.0556,0.0556,0,0,0,0,0,1.2811,1.2811,95.838,95.838,0.0371
01/09/22 13:00,744.81,738.53,1.2113,0.8179,1.1599,0.8652,15,0,0.0514,0.0514,0,0,0,0,0,1.1599,1.1599,95.759,95.759,0.0383
01/09/22 14:00,211.5,204.24,0.3554,0,0.3312,0.87,15,0,0.0242,0.0242,0,0,0,0,0,0.3312,0.3312,93.198,93.198,0.0635
01/09/22 15:00,207.58,199.8,0.3476,0,0.3236,0.8662,15,0,0.0239,0.0239,0,0,0,0,0,0.3236,0.3236,93.113,93.113,0.0641
01/09/22 16:00,149.25,137.21,0.2367,0,0.2181,0.8119,15,0,0.0185,0.0185,0,0,0,0,0,0.2181,0.2181,92.165,92.165,0.069
01/09/22 17:00,18.692,16.309,0.0224,0,0.0173,0.5135,15,0,0.0052,0.0052,0,0,0,0,0,0.0173,0.0173,77.03,77.03,0.1531
01/09/22 18:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 19:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 20:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 21:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 22:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/22 23:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 01:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 02:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 03:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 04:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 05:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 06:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 07:00,69.019,65.143,0.1093,0,0.0987,0.7947,12,0,0.0106,0.0106,0,0,0,0,0,0.0987,0.0987,90.319,90.319,0.0852
02/09/22 08:00,320.24,311.05,0.5471,0.1751,0.5171,0.8971,12,0,0.03,0.03,0,0,0,0,0,0.5171,0.5171,94.523,94.523,0.052
02/09/22 09:00,678.56,670.74,1.1232,0.7329,1.0749,0.88,13,0,0.0484,0.0484,0,0,0,0,0,1.0749,1.0749,95.694,95.694,0.0396
02/09/22 10:00,825.54,821.14,1.3318,0.9343,1.2763,0.8589,14,0,0.0555,0.0555,0,0,0,0,0,1.2763,1.2763,95.835,95.835,0.0373
02/09/22 11:00,899.61,896.52,1.4318,1.031,1.373,0.8479,14,0,0.0589,0.0589,0,0,0,0,0,1.373,1.373,95.888,95.888,0.0364
02/09/22 12:00,892.33,889,1.4154,1.0151,1.3571,0.8449,15,0,0.0583,0.0583,0,0,0,0,0,1.3571,1.3571,95.88,95.88,0.0363
02/09/22 13:00,807.18,801.27,1.2986,0.9023,1.2443,0.8564,15,0,0.0543,0.0543,0,0,0,0,0,1.2443,1.2443,95.815,95.815,0.0374
02/09/22 14:00,495.85,485.74,0.8293,0.4487,0.7907,0.886,15,0,0.0386,0.0386,0,0,0,0,0,0.7907,0.7907,95.346,95.346,0.0432
02/09/22 15:00,282.95,272.37,0.4741,0.1043,0.4463,0.8763,15,0,0.0278,0.0278,0,0,0,0,0,0.4463,0.4463,94.145,94.145,0.0545
02/09/22 16:00,164.51,151.33,0.2618,0,0.2417,0.8162,15,0,0.0201,0.0201,0,0,0,0,0,0.2417,0.2417,92.318,92.318,0.0679
02/09/22 17:00,40.594,32.704,0.0506,0,0.0437,0.5985,15,0,0.0069,0.0069,0,0,0,0,0,0.0437,0.0437,86.345,86.345,0.0946
02/09/22 18:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 19:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 20:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 21:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 22:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
02/09/22 23:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 01:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 02:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 03:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 04:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 05:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 06:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 07:00,87.152,81.455,0.1393,0,0.1269,0.8088,11,0,0.0125,0.0125,0,0,0,0,0,0.1269,0.1269,91.059,91.059,0.0794
03/09/22 08:00,312.82,303.93,0.5348,0.1632,0.5052,0.8972,12,0,0.0296,0.0296,0,0,0,0,0,0.5052,0.5052,94.467,94.467,0.0526
03/09/22 09:00,550.19,542.02,0.9262,0.5425,0.8845,0.8931,13,0,0.0417,0.0417,0,0,0,0,0,0.8845,0.8845,95.502,95.502,0.0421
03/09/22 10:00,521.17,513.87,0.8778,0.4957,0.8377,0.893,14,0,0.0401,0.0401,0,0,0,0,0,0.8377,0.8377,95.433,95.433,0.0427
03/09/22 11:00,663.03,655.77,1.0913,0.702,1.044,0.8748,15,0,0.0473,0.0473,0,0,0,0,0,1.044,1.044,95.667,95.667,0.0396
03/09/22 12:00,677.33,670.75,1.1085,0.7186,1.0606,0.8699,16,0,0.0479,0.0479,0,0,0,0,0,1.0606,1.0606,95.682,95.682,0.0393
03/09/22 13:00,486.22,476.39,0.8109,0.4309,0.7729,0.8831,16,0,0.038,0.038,0,0,0,0,0,0.7729,0.7729,95.31,95.31,0.0435
03/09/22 14:00,295.25,285.62,0.4949,0.1245,0.4665,0.8778,16,0,0.0284,0.0284,0,0,0,0,0,0.4665,0.4665,94.264,94.264,0.0534
03/09/22 15:00,188.79,181.74,0.3144,0,0.2915,0.8578,16,0,0.0229,0.0229,0,0,0,0,0,0.2915,0.2915,92.705,92.705,0.0675
03/09/22 16:00,84.73,81.126,0.1359,0,0.1237,0.8109,16,0,0.0122,0.0122,0,0,0,0,0,0.1237,0.1237,90.991,90.991,0.0803
03/09/22 17:00,13.527,13.241,0.0173,0,0.0125,0.5117,15,0,0.0048,0.0048,0,0,0,0,0,0.0125,0.0125,72.06,72.06,0.1984
03/09/22 18:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 19:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 20:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 21:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 22:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
03/09/22 23:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 00:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 01:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 02:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 03:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 04:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 05:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 06:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 07:00,36.117,34.759,0.0547,0,0.0475,0.7309,13,0,0.0072,0.0072,0,0,0,0,0,0.0475,0.0475,86.892,86.892,0.1103
04/09/22 08:00,179.45,173.55,0.3025,0,0.2799,0.8665,14,0,0.0226,0.0226,0,0,0,0,0,0.2799,0.2799,92.537,92.537,0.0699
04/09/22 09:00,337.31,328.89,0.5731,0.2004,0.5424,0.8933,14,0,0.0307,0.0307,0,0,0,0,0,0.5424,0.5424,94.635,94.635,0.0506
04/09/22 10:00,545.17,537.84,0.9117,0.5286,0.8706,0.8871,15,0,0.0412,0.0412,0,0,0,0,0,0.8706,0.8706,95.484,95.484,0.042
04/09/22 11:00,512.9,503.81,0.8581,0.4766,0.8186,0.8867,15,0,0.0395,0.0395,0,0,0,0,0,0.8186,0.8186,95.399,95.399,0.0428
04/09/22 12:00,359.14,350.39,0.6071,0.2333,0.5753,0.8899,15,0,0.0318,0.0318,0,0,0,0,0,0.5753,0.5753,94.765,94.765,0.0492
04/09/22 13:00,410.9,401.26,0.6919,0.3156,0.6576,0.889,15,0,0.0344,0.0344,0,0,0,0,0,0.6576,0.6576,95.031,95.031,0.0465
04/09/22 14:00,433.47,423.18,0.725,0.3476,0.6896,0.8838,16,0,0.0354,0.0354,0,0,0,0,0,0.6896,0.6896,95.117,95.117,0.0454
04/09/22 15:00,412.63,397.43,0.6856,0.3094,0.6514,0.877,15,0,0.0342,0.0342,0,0,0,0,0,0.6514,0.6514,95.013,95.013,0.046
04/09/22 16:00,185.52,167.25,0.2901,0,0.2682,0.8031,15,0,0.0219,0.0219,0,0,0,0,0,0.2682,0.2682,92.457,92.457,0.0655
04/09/22 17:00,46.547,32.453,0.0504,0,0.0435,0.5193,14,0,0.0069,0.0069,0,0,0,0,0,0.0435,0.0435,86.311,86.311,0.0824
04/09/22 18:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 19:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 20:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 21:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 22:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
04/09/22 23:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 01:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 02:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 03:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 04:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 05:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 06:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 07:00,16.919,16.401,0.0229,0,0.0177,0.5827,11,0,0.0052,0.0052,0,0,0,0,0,0.0177,0.0177,77.394,77.394,0.1702
05/09/22 08:00,30.375,29.205,0.0453,0,0.0387,0.7078,11,0,0.0066,0.0066,0,0,0,0,0,0.0387,0.0387,85.468,85.468,0.1203
05/09/22 09:00,39.139,37.612,0.0602,0,0.0527,0.748,11,0,0.0075,0.0075,0,0,0,0,0,0.0527,0.0527,87.522,87.522,0.1066
05/09/22 10:00,36.513,35.081,0.0557,0,0.0485,0.7375,11,0,0.0072,0.0072,0,0,0,0,0,0.0485,0.0485,87.017,87.017,0.11
05/09/22 11:00,36.661,35.23,0.056,0,0.0487,0.7383,11,0,0.0072,0.0072,0,0,0,0,0,0.0487,0.0487,87.049,87.049,0.1098
05/09/22 12:00,33.884,32.562,0.051,0,0.0441,0.7227,12,0,0.0069,0.0069,0,0,0,0,0,0.0441,0.0441,86.399,86.399,0.1138
05/09/22 13:00,24.453,23.495,0.035,0,0.029,0.6594,13,0,0.0059,0.0059,0,0,0,0,0,0.029,0.029,83.022,83.022,0.1348
05/09/22 14:00,35.814,34.431,0.0539,0,0.0468,0.7254,14,0,0.0071,0.0071,0,0,0,0,0,0.0468,0.0468,86.79,86.79,0.1104
05/09/22 15:00,34.919,33.611,0.0522,0,0.0452,0.7193,15,0,0.007,0.007,0,0,0,0,0,0.0452,0.0452,86.57,86.57,0.1116
05/09/22 16:00,58.864,56.653,0.0925,0,0.083,0.7829,16,0,0.0095,0.0095,0,0,0,0,0,0.083,0.083,89.695,89.695,0.0899
05/09/22 17:00,9.7589,9.5927,0.0113,0,0.0068,0.3875,16,0,0.0045,0.0045,0,0,0,0,0,0.0068,0.0068,60.448,60.448,0.2535
05/09/22 18:00,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 19:00,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 20:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 21:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 22:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
05/09/22 23:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 01:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 02:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 03:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 04:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 05:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 06:00,8.5771,7.2294,0.0076,0,0.0034,0.2201,9.0001,0,0.0042,0.0042,0,0,0,0,0,0.0034,0.0034,44.564,44.564,0.2738
06/09/22 07:00,253.18,230.8,0.4117,0.0439,0.3859,0.8467,9.0001,0,0.0259,0.0259,0,0,0,0,0,0.3859,0.3859,93.716,93.716,0.0568
06/09/22 08:00,513.05,501.2,0.8721,0.4902,0.8322,0.9011,9.9999,0,0.0399,0.0399,0,0,0,0,0,0.8322,0.8322,95.423,95.423,0.0432
06/09/22 09:00,724.34,716.7,1.2065,0.8133,1.1553,0.8861,9.9999,0,0.0512,0.0512,0,0,0,0,0,1.1553,1.1553,95.756,95.756,0.0393
06/09/22 10:00,876.57,872.95,1.4206,1.0201,1.3621,0.8633,11,0,0.0585,0.0585,0,0,0,0,0,1.3621,1.3621,95.882,95.882,0.0371
06/09/22 11:00,952.14,949.32,1.5206,1.1165,1.4585,0.851,11,0,0.0621,0.0621,0,0,0,0,0,1.4585,1.4585,95.917,95.917,0.0362
06/09/22 12:00,948.98,946.1,1.5164,1.1125,1.4545,0.8515,11,0,0.0619,0.0619,0,0,0,0,0,1.4545,1.4545,95.917,95.917,0.0362
06/09/22 13:00,866.14,860.94,1.398,0.9983,1.3403,0.8597,12,0,0.0577,0.0577,0,0,0,0,0,1.3403,1.3403,95.871,95.871,0.037
06/09/22 14:00,712.22,703.04,1.176,0.7838,1.1258,0.8782,12,0,0.0502,0.0502,0,0,0,0,0,1.1258,1.1258,95.734,95.734,0.0391
06/09/22 15:00,503.9,485.72,0.8399,0.4589,0.8009,0.883,12,0,0.0389,0.0389,0,0,0,0,0,0.8009,0.8009,95.365,95.365,0.0429
06/09/22 16:00,266.71,230.04,0.4071,0.0394,0.3814,0.7945,11,0,0.0257,0.0257,0,0,0,0,0,0.3814,0.3814,93.679,93.679,0.0536
06/09/22 17:00,51.066,33.767,0.0534,0,0.0463,0.5035,11,0,0.0071,0.0071,0,0,0,0,0,0.0463,0.0463,86.723,86.723,0.0771
06/09/22 18:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 19:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 20:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 21:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 22:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
06/09/22 23:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 00:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 01:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 02:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 03:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 04:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 05:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 06:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 07:00,81.072,76.832,0.1325,0,0.1205,0.8257,8,0,0.012,0.012,0,0,0,0,0,0.1205,0.1205,90.92,90.92,0.0825
07/09/22 08:00,426.61,416.31,0.7316,0.354,0.696,0.9064,9.9999,0,0.0356,0.0356,0,0,0,0,0,0.696,0.696,95.134,95.134,0.0464
07/09/22 09:00,656.06,648.51,1.0995,0.71,1.052,0.8908,11,0,0.0476,0.0476,0,0,0,0,0,1.052,1.052,95.674,95.674,0.0403
07/09/22 10:00,850.61,847.06,1.3793,0.9802,1.3222,0.8636,12,0,0.0571,0.0571,0,0,0,0,0,1.3222,1.3222,95.861,95.861,0.0373
07/09/22 11:00,906.42,903.17,1.4472,1.0458,1.3878,0.8506,13,0,0.0594,0.0594,0,0,0,0,0,1.3878,1.3878,95.895,95.895,0.0364
07/09/22 12:00,513.89,505.11,0.8675,0.4857,0.8277,0.8949,13,0,0.0398,0.0398,0,0,0,0,0,0.8277,0.8277,95.415,95.415,0.043
07/09/22 13:00,191.7,185.02,0.3228,0,0.2996,0.8684,14,0,0.0232,0.0232,0,0,0,0,0,0.2996,0.2996,92.817,92.817,0.0672
07/09/22 14:00,212.42,205.05,0.3583,0,0.334,0.8736,14,0,0.0243,0.0243,0,0,0,0,0,0.334,0.334,93.229,93.229,0.0634
07/09/22 15:00,259.34,249.74,0.4367,0.0681,0.4101,0.8784,14,0,0.0266,0.0266,0,0,0,0,0,0.4101,0.4101,93.902,93.902,0.057
07/09/22 16:00,132.46,125.8,0.2172,0,0.1999,0.8383,14,0,0.0173,0.0173,0,0,0,0,0,0.1999,0.1999,92.023,92.023,0.0727
07/09/22 17:00,38.822,31.207,0.0482,0,0.0415,0.5934,14,0,0.0068,0.0068,0,0,0,0,0,0.0415,0.0415,85.975,85.975,0.0968
07/09/22 18:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 19:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 20:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 21:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 22:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
07/09/22 23:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 00:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 01:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 02:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 03:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 04:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 05:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 06:00,15.664,12.56,0.0165,0,0.0117,0.4156,9.0001,0,0.0048,0.0048,0,0,0,0,0,0.0117,0.0117,71.022,71.022,0.1696
08/09/22 07:00,255.17,233.83,0.4155,0.0475,0.3895,0.8481,9.9999,0,0.026,0.026,0,0,0,0,0,0.3895,0.3895,93.745,93.745,0.0566
08/09/22 08:00,512.22,500.91,0.868,0.4862,0.8282,0.8983,11,0,0.0398,0.0398,0,0,0,0,0,0.8282,0.8282,95.416,95.416,0.0432
08/09/22 09:00,720.07,712.7,1.1901,0.7975,1.1395,0.8792,12,0,0.0506,0.0506,0,0,0,0,0,1.1395,1.1395,95.744,95.744,0.0391
08/09/22 10:00,865.43,862.12,1.3932,0.9936,1.3356,0.8574,13,0,0.0576,0.0576,0,0,0,0,0,1.3356,1.3356,95.868,95.868,0.037
08/09/22 11:00,928.94,925.89,1.4696,1.0674,1.4094,0.8429,14,0,0.0602,0.0602,0,0,0,0,0,1.4094,1.4094,95.906,95.906,0.036
08/09/22 12:00,676.8,669.28,1.1162,0.7261,1.0681,0.8767,14,0,0.0481,0.0481,0,0,0,0,0,1.0681,1.0681,95.688,95.688,0.0395
08/09/22 13:00,794.78,789.07,1.2878,0.8918,1.2338,0.8624,14,0,0.054,0.054,0,0,0,0,0,1.2338,1.2338,95.809,95.809,0.0377
08/09/22 14:00,444.92,434.57,0.7467,0.3686,0.7106,0.8873,15,0,0.0361,0.0361,0,0,0,0,0,0.7106,0.7106,95.17,95.17,0.045
08/09/22 15:00,473.12,456.32,0.782,0.4029,0.7449,0.8746,15,0,0.0371,0.0371,0,0,0,0,0,0.7449,0.7449,95.25,95.25,0.0436
08/09/22 16:00,261.39,225.77,0.3948,0.0274,0.3694,0.7851,14,0,0.0254,0.0254,0,0,0,0,0,0.3694,0.3694,93.575,93.575,0.0539
08/09/22 17:00,51.073,33.425,0.0521,0,0.0451,0.4907,14,0,0.007,0.007,0,0,0,0,0,0.0451,0.0451,86.555,86.555,0.0762
08/09/22 18:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 19:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 20:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 21:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 22:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
08/09/22 23:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
09/09/22 00:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
09/09/22 01:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
09/09/22 02:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,1
09/09/22 03:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,1
09/09/22 04:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,1
09/09/22 05:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,1
09/09/22 06:00,17.775,14.304,0.0195,0,0.0145,0.4536,9.0001,0,0.005,0.005,0,0,0,0,0,0.0145,0.0145,74.5,74.5,0.1553
09/09/22 07:00,257.37,236.22,0.4214,0.0533,0.3953,0.8532,9.0001,0,0.0262,0.0262,0,0,0,0,0,0.3953,0.3953,93.791,93.791,0.0565
09/09/22 08:00,504.08,493.21,0.8591,0.4776,0.8196,0.9033,9.9999,0,0.0395,0.0395,0,0,0,0,0,0.8196,0.8196,95.4,95.4,0.0435
09/09/22 09:00,705.65,698.41,1.1692,0.7773,1.1193,0.8812,12,0,0.0499,0.0499,0,0,0,0,0,1.1193,1.1193,95.729,95.729,0.0393
09/09/22 10:00,848,844.76,1.3636,0.965,1.307,0.8563,14,0,0.0566,0.0566,0,0,0,0,0,1.307,1.307,95.852,95.852,0.0371
09/09/22 11:00,920.14,917.25,1.4585,1.0567,1.3987,0.8445,14,0,0.0598,0.0598,0,0,0,0,0,1.3987,1.3987,95.901,95.901,0.0361
09/09/22 12:00,896.9,893.53,1.4279,1.0272,1.3692,0.8481,14,0,0.0587,0.0587,0,0,0,0,0,1.3692,1.3692,95.886,95.886,0.0364
