PVSYST 7.4.2
,File,File date,Description
Project,cdt_Project.PRJ,11/10/23 04h07,cdt3,
Geographical Site,cdtKohu_MN81.SIT,11/10/23 04h07,CdtKohu;New Zealand;Pacific;,
Meteo data,CdtKohu_Custom_Imported_Recent0.MET,10/10/23 07h39,CdtKohu;Custom file;Imported,
Simulation variant,cdt_Project.VC1,10/10/23 20h39,New simulation variant trina poly,
Simulation date,,17/10/23 14h27

Simulation:,Hourly values, from 01/09/22, to 31/08/23 

date,GlobInc,GlobEff,EArray,E_Grid,E_Avail,PR,T_Amb,WindVel,IArray,UArray,InvLoss,IL_Oper,IL_Pmin,IL_Vmin,IL_Pmax,IL_Vmax,IL_Imax,EOutInv,EUseful,EffInvR,EffInvB
    ,W/m²,W/m²,kW,kW,kW,ratio,°C,m/s,A,V,kW,kW,kW,kW,kW,kW,kW,kW,kW,%,%

01/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 01:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 02:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 03:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 04:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 05:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 06:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 07:00,104.39,97.14,0.1477,0,0.1345,0.7954,11,0,0.8014,184.32,0.0132,0.0132,0,0,0,0,0,0.1345,0.1345,91.061,91.061
01/09/22 08:00,400.34,384.01,0.5924,0.2195,0.5615,0.8657,12,0,3.2574,181.86,0.0309,0.0309,0,0,0,0,0,0.5615,0.5615,94.78,94.78
01/09/22 09:00,667.11,653.02,0.9645,0.5798,0.9218,0.853,13,0,5.5694,173.19,0.0427,0.0427,0,0,0,0,0,0.9218,0.9218,95.572,95.572
01/09/22 10:00,812.77,802.9,1.1459,0.7552,1.0972,0.8333,14,0,6.8478,167.34,0.0487,0.0487,0,0,0,0,0,1.0972,1.0972,95.753,95.753
01/09/22 11:00,812.18,804.09,1.1473,0.7566,1.0986,0.835,14,0,6.8581,167.29,0.0487,0.0487,0,0,0,0,0,1.0986,1.0986,95.754,95.754
01/09/22 12:00,833.46,824.99,1.1663,0.775,1.117,0.8273,15,0,7.0389,165.69,0.0493,0.0493,0,0,0,0,0,1.117,1.117,95.77,95.77
01/09/22 13:00,744.81,733.59,1.0572,0.6695,1.0115,0.8383,15,0,6.2517,169.11,0.0458,0.0458,0,0,0,0,0,1.0115,1.0115,95.669,95.669
01/09/22 14:00,211.5,203.26,0.3109,0,0.2891,0.8438,15,0,1.7058,182.29,0.0218,0.0218,0,0,0,0,0,0.2891,0.2891,92.985,92.985
01/09/22 15:00,207.58,198.77,0.304,0,0.2824,0.8397,15,0,1.6672,182.31,0.0216,0.0216,0,0,0,0,0,0.2824,0.2824,92.9,92.9
01/09/22 16:00,149.25,138.5,0.2099,0,0.1927,0.7968,15,0,1.1523,182.13,0.0172,0.0172,0,0,0,0,0,0.1927,0.1927,91.799,91.799
01/09/22 17:00,18.692,15.807,0.0202,0,0.0151,0.5,15,0,0.1201,168.16,0.0051,0.0051,0,0,0,0,0,0.0151,0.0151,74.98,74.98
01/09/22 18:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 19:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 20:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 21:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 22:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/22 23:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 01:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 02:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 03:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 04:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 05:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 06:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 07:00,69.019,65.157,0.0968,0,0.0868,0.7763,12,0,0.533,181.52,0.01,0.01,0,0,0,0,0,0.0868,0.0868,89.711,89.711
02/09/22 08:00,320.24,307.29,0.4766,0.1073,0.4493,0.866,12,0,2.5986,183.4,0.0273,0.0273,0,0,0,0,0,0.4493,0.4493,94.27,94.27
02/09/22 09:00,678.56,664.38,0.9793,0.5941,0.9361,0.8516,13,0,5.6661,172.83,0.0432,0.0432,0,0,0,0,0,0.9361,0.9361,95.59,95.59
02/09/22 10:00,825.54,815.82,1.1611,0.77,1.112,0.8314,14,0,6.9592,166.85,0.0492,0.0492,0,0,0,0,0,1.112,1.112,95.765,95.765
02/09/22 11:00,899.61,892.26,1.2486,0.8546,1.1966,0.8211,14,0,7.6124,164.02,0.052,0.052,0,0,0,0,0,1.1966,1.1966,95.839,95.839
02/09/22 12:00,892.33,884.35,1.2338,0.8403,1.1823,0.8179,15,0,7.5454,163.52,0.0515,0.0515,0,0,0,0,0,1.1823,1.1823,95.827,95.827
02/09/22 13:00,807.18,795.86,1.1322,0.742,1.084,0.829,15,0,6.7884,166.79,0.0482,0.0482,0,0,0,0,0,1.084,1.084,95.739,95.739
02/09/22 14:00,495.85,481.21,0.7246,0.3475,0.6895,0.8584,15,0,4.0922,177.06,0.0351,0.0351,0,0,0,0,0,0.6895,0.6895,95.162,95.162
02/09/22 15:00,282.95,270.41,0.4145,0.0473,0.3893,0.8492,15,0,2.2829,181.59,0.0253,0.0253,0,0,0,0,0,0.3893,0.3893,93.903,93.903
02/09/22 16:00,164.51,152.73,0.2321,0,0.2135,0.801,15,0,1.2735,182.28,0.0186,0.0186,0,0,0,0,0,0.2135,0.2135,91.971,91.971
02/09/22 17:00,40.594,30.528,0.0423,0,0.0358,0.5447,15,0,0.2431,174.02,0.0065,0.0065,0,0,0,0,0,0.0358,0.0358,84.69,84.69
02/09/22 18:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 19:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 20:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 21:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 22:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/09/22 23:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 01:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 02:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 03:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 04:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 05:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 06:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 07:00,87.152,81.616,0.1231,0,0.1115,0.7897,11,0,0.671,183.52,0.0116,0.0116,0,0,0,0,0,0.1115,0.1115,90.55,90.55
03/09/22 08:00,312.82,300.29,0.4658,0.0969,0.4389,0.866,12,0,2.5383,183.52,0.0269,0.0269,0,0,0,0,0,0.4389,0.4389,94.215,94.215
03/09/22 09:00,550.19,537.36,0.8095,0.4298,0.7718,0.8659,13,0,4.576,176.89,0.0377,0.0377,0,0,0,0,0,0.7718,0.7718,95.342,95.342
03/09/22 10:00,521.17,510.92,0.7694,0.3909,0.7329,0.8681,14,0,4.3485,176.93,0.0364,0.0364,0,0,0,0,0,0.7329,0.7329,95.263,95.263
03/09/22 11:00,663.03,652.87,0.9557,0.5712,0.9132,0.8502,15,0,5.5685,171.63,0.0425,0.0425,0,0,0,0,0,0.9132,0.9132,95.555,95.555
03/09/22 12:00,677.33,667.49,0.97,0.585,0.927,0.8448,16,0,5.6927,170.39,0.043,0.043,0,0,0,0,0,0.927,0.927,95.57,95.57
03/09/22 13:00,486.22,473.79,0.711,0.3344,0.6764,0.8587,16,0,4.0292,176.47,0.0347,0.0347,0,0,0,0,0,0.6764,0.6764,95.126,95.126
03/09/22 14:00,295.25,284.1,0.4336,0.0657,0.4077,0.8523,16,0,2.4012,180.58,0.0259,0.0259,0,0,0,0,0,0.4077,0.4077,94.021,94.021
03/09/22 15:00,188.79,180.85,0.2749,0,0.2543,0.8314,16,0,1.5143,181.53,0.0206,0.0206,0,0,0,0,0,0.2543,0.2543,92.497,92.497
03/09/22 16:00,84.73,80.944,0.1195,0,0.1081,0.7876,16,0,0.666,179.47,0.0114,0.0114,0,0,0,0,0,0.1081,0.1081,90.436,90.436
03/09/22 17:00,13.527,13.259,0.0164,0,0.0116,0.5309,15,0,0.0988,166.39,0.0048,0.0048,0,0,0,0,0,0.0116,0.0116,70.753,70.753
03/09/22 18:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 19:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 20:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 21:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 22:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/22 23:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 00:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 01:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 02:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 03:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 04:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 05:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 06:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 07:00,36.117,34.63,0.049,0,0.0421,0.7188,13,0,0.2772,176.59,0.0069,0.0069,0,0,0,0,0,0.0421,0.0421,85.908,85.908
04/09/22 08:00,179.45,172.2,0.2636,0,0.2434,0.8373,14,0,1.4391,183.2,0.0202,0.0202,0,0,0,0,0,0.2434,0.2434,92.329,92.329
04/09/22 09:00,337.31,326.79,0.5021,0.1319,0.4739,0.8673,14,0,2.7672,181.45,0.0282,0.0282,0,0,0,0,0,0.4739,0.4739,94.386,94.386
04/09/22 10:00,545.17,534.75,0.7988,0.4194,0.7614,0.8621,15,0,4.5555,175.35,0.0374,0.0374,0,0,0,0,0,0.7614,0.7614,95.317,95.317
04/09/22 11:00,512.9,501.71,0.7532,0.3753,0.7173,0.8633,15,0,4.2699,176.4,0.0359,0.0359,0,0,0,0,0,0.7173,0.7173,95.228,95.228
04/09/22 12:00,359.14,348.91,0.533,0.1619,0.5039,0.8661,15,0,2.9574,180.23,0.0292,0.0292,0,0,0,0,0,0.5039,0.5039,94.531,94.531
04/09/22 13:00,410.9,399.21,0.6072,0.2337,0.5757,0.8649,15,0,3.3882,179.2,0.0314,0.0314,0,0,0,0,0,0.5757,0.5757,94.824,94.824
04/09/22 14:00,433.47,419.75,0.6342,0.2599,0.6019,0.8572,16,0,3.5636,177.97,0.0323,0.0323,0,0,0,0,0,0.6019,0.6019,94.91,94.91
04/09/22 15:00,412.63,393.06,0.5982,0.225,0.567,0.8482,15,0,3.3356,179.33,0.0312,0.0312,0,0,0,0,0,0.567,0.567,94.792,94.792
04/09/22 16:00,185.52,169.77,0.2587,0,0.2387,0.7941,15,0,1.4189,182.35,0.0201,0.0201,0,0,0,0,0,0.2387,0.2387,92.242,92.242
04/09/22 17:00,46.547,28.691,0.0397,0,0.0334,0.4426,14,0,0.2276,174.36,0.0063,0.0063,0,0,0,0,0,0.0334,0.0334,84.109,84.109
04/09/22 18:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 19:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 20:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 21:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 22:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/09/22 23:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 01:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 02:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 03:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 04:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 05:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 06:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 07:00,16.919,16.32,0.0213,0,0.0162,0.5905,11,0,0.1238,172.03,0.0051,0.0051,0,0,0,0,0,0.0162,0.0162,75.966,75.966
05/09/22 08:00,30.375,29.124,0.0409,0,0.0345,0.7007,11,0,0.2309,176.93,0.0064,0.0064,0,0,0,0,0,0.0345,0.0345,84.394,84.394
05/09/22 09:00,39.139,37.484,0.0538,0,0.0466,0.735,11,0,0.301,178.79,0.0072,0.0072,0,0,0,0,0,0.0466,0.0466,86.608,86.608
05/09/22 10:00,36.513,34.955,0.0499,0,0.0429,0.7257,11,0,0.2798,178.29,0.007,0.007,0,0,0,0,0,0.0429,0.0429,86.058,86.058
05/09/22 11:00,36.661,35.099,0.0501,0,0.0431,0.7263,11,0,0.281,178.32,0.007,0.007,0,0,0,0,0,0.0431,0.0431,86.091,86.091
05/09/22 12:00,33.884,32.442,0.0458,0,0.0391,0.7122,12,0,0.2588,176.92,0.0067,0.0067,0,0,0,0,0,0.0391,0.0391,85.381,85.381
05/09/22 13:00,24.453,23.411,0.0318,0,0.026,0.6566,13,0,0.1833,173.56,0.0058,0.0058,0,0,0,0,0,0.026,0.026,81.772,81.772
05/09/22 14:00,35.814,34.315,0.0483,0,0.0414,0.7137,14,0,0.2747,175.71,0.0069,0.0069,0,0,0,0,0,0.0414,0.0414,85.794,85.794
05/09/22 15:00,34.919,33.501,0.0468,0,0.0401,0.708,15,0,0.268,174.71,0.0068,0.0068,0,0,0,0,0,0.0401,0.0401,85.548,85.548
05/09/22 16:00,58.864,56.443,0.0817,0,0.0727,0.7623,16,0,0.4604,177.46,0.009,0.009,0,0,0,0,0,0.0727,0.0727,88.976,88.976
05/09/22 17:00,9.7589,9.6287,0.0111,0,0.0067,0.4217,16,0,0.0687,162.01,0.0045,0.0045,0,0,0,0,0,0.0067,0.0067,59.899,59.899
05/09/22 18:00,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 19:00,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 20:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 21:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 22:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/22 23:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 00:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 01:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 02:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 03:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 04:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 05:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 06:00,8.5771,7.52,0.0083,0,0.0041,0.2927,9.0001,0,0.0506,164.99,0.0043,0.0043,0,0,0,0,0,0.0041,0.0041,48.704,48.704
06/09/22 07:00,253.18,232.06,0.3645,0,0.341,0.8313,9.0001,0,1.9491,187.01,0.0235,0.0235,0,0,0,0,0,0.341,0.341,93.548,93.548
06/09/22 08:00,513.05,493.47,0.7579,0.3799,0.7219,0.8686,9.9999,0,4.1913,180.83,0.036,0.036,0,0,0,0,0,0.7219,0.7219,95.252,95.252
06/09/22 09:00,724.34,710.27,1.0519,0.6645,1.0065,0.8577,9.9999,0,6.0559,173.71,0.0455,0.0455,0,0,0,0,0,1.0065,1.0065,95.679,95.679
06/09/22 10:00,876.57,867.34,1.238,0.8444,1.1864,0.8355,11,0,7.3986,167.33,0.0516,0.0516,0,0,0,0,0,1.1864,1.1864,95.832,95.832
06/09/22 11:00,952.14,945.4,1.3259,0.9289,1.2709,0.824,11,0,8.0622,164.46,0.055,0.055,0,0,0,0,0,1.2709,1.2709,95.854,95.854
06/09/22 12:00,948.98,941.66,1.3218,0.925,1.267,0.8241,11,0,8.0307,164.59,0.0548,0.0548,0,0,0,0,0,1.267,1.267,95.853,95.853
06/09/22 13:00,866.14,855.17,1.2182,0.8252,1.1672,0.8318,12,0,7.2952,166.98,0.051,0.051,0,0,0,0,0,1.1672,1.1672,95.815,95.815
06/09/22 14:00,712.22,695.14,1.0233,0.6367,0.9787,0.8483,12,0,5.9276,172.63,0.0446,0.0446,0,0,0,0,0,0.9787,0.9787,95.643,95.643
06/09/22 15:00,503.9,479.58,0.7317,0.3545,0.6965,0.8532,12,0,4.0738,179.62,0.0352,0.0352,0,0,0,0,0,0.6965,0.6965,95.188,95.188
06/09/22 16:00,266.71,236.53,0.3686,0.0029,0.3449,0.7982,11,0,1.989,185.3,0.0237,0.0237,0,0,0,0,0,0.3449,0.3449,93.575,93.575
06/09/22 17:00,51.066,28.3,0.0396,0,0.0333,0.4024,11,0,0.224,176.71,0.0063,0.0063,0,0,0,0,0,0.0333,0.0333,84.099,84.099
06/09/22 18:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 19:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 20:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 21:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 22:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/09/22 23:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 00:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 01:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 02:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 03:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 04:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 05:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 06:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 07:00,81.072,76.732,0.1168,0,0.1056,0.8042,8,0,0.6295,185.62,0.0112,0.0112,0,0,0,0,0,0.1056,0.1056,90.398,90.398
07/09/22 08:00,426.61,410.39,0.6368,0.2625,0.6045,0.8747,9.9999,0,3.4826,182.84,0.0322,0.0322,0,0,0,0,0,0.6045,0.6045,94.935,94.935
07/09/22 09:00,656.06,642.91,0.9599,0.5754,0.9174,0.8631,11,0,5.4823,175.08,0.0425,0.0425,0,0,0,0,0,0.9174,0.9174,95.572,95.572
07/09/22 10:00,850.61,841.64,1.2024,0.81,1.152,0.836,12,0,7.179,167.49,0.0505,0.0505,0,0,0,0,0,1.152,1.152,95.803,95.803
07/09/22 11:00,906.42,899.58,1.2628,0.8683,1.2103,0.8242,13,0,7.6745,164.55,0.0525,0.0525,0,0,0,0,0,1.2103,1.2103,95.842,95.842
07/09/22 12:00,513.89,502.97,0.7616,0.3834,0.7254,0.8714,13,0,4.2783,178.01,0.0362,0.0362,0,0,0,0,0,0.7254,0.7254,95.251,95.251
07/09/22 13:00,191.7,184.28,0.2826,0,0.2617,0.8427,14,0,1.5424,183.19,0.0209,0.0209,0,0,0,0,0,0.2617,0.2617,92.619,92.619
07/09/22 14:00,212.42,204.11,0.3136,0,0.2917,0.8476,14,0,1.7125,183.11,0.0219,0.0219,0,0,0,0,0,0.2917,0.2917,93.02,93.02
07/09/22 15:00,259.34,248.28,0.3822,0.016,0.358,0.8521,14,0,2.092,182.69,0.0242,0.0242,0,0,0,0,0,0.358,0.358,93.674,93.674
07/09/22 16:00,132.46,125.79,0.1908,0,0.1748,0.8147,14,0,1.0439,182.79,0.016,0.016,0,0,0,0,0,0.1748,0.1748,91.625,91.625
07/09/22 17:00,38.822,29.037,0.0402,0,0.0339,0.5385,14,0,0.2305,174.45,0.0063,0.0063,0,0,0,0,0,0.0339,0.0339,84.233,84.233
07/09/22 18:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 19:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 20:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 21:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 22:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/22 23:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 00:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 01:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 02:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 03:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 04:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 05:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 06:00,15.664,13.291,0.0169,0,0.0121,0.4755,9.0001,0,0.0984,171.74,0.0048,0.0048,0,0,0,0,0,0.0121,0.0121,71.389,71.389
08/09/22 07:00,255.17,234.66,0.3671,0.0015,0.3435,0.831,9.9999,0,1.9722,186.15,0.0236,0.0236,0,0,0,0,0,0.3435,0.3435,93.566,93.566
08/09/22 08:00,512.22,493.17,0.7543,0.3764,0.7184,0.8657,11,0,4.1903,180,0.0359,0.0359,0,0,0,0,0,0.7184,0.7184,95.242,95.242
08/09/22 09:00,720.07,706.5,1.0378,0.6507,0.9927,0.851,12,0,6.0239,172.28,0.0451,0.0451,0,0,0,0,0,0.9927,0.9927,95.658,95.658
08/09/22 10:00,865.43,856.61,1.2141,0.8212,1.1632,0.8297,13,0,7.3082,166.13,0.0509,0.0509,0,0,0,0,0,1.1632,1.1632,95.811,95.811
08/09/22 11:00,928.94,922.35,1.2818,0.8866,1.2286,0.8164,14,0,7.8671,162.94,0.0532,0.0532,0,0,0,0,0,1.2286,1.2286,95.846,95.846
08/09/22 12:00,676.8,666.43,0.9775,0.5923,0.9343,0.8522,14,0,5.6837,171.98,0.0432,0.0432,0,0,0,0,0,0.9343,0.9343,95.585,95.585
08/09/22 13:00,794.78,783.93,1.1233,0.7334,1.0754,0.8352,14,0,6.6839,168.07,0.0479,0.0479,0,0,0,0,0,1.0754,1.0754,95.734,95.734
08/09/22 14:00,444.92,431.1,0.6533,0.2785,0.6205,0.8609,15,0,3.6603,178.49,0.0328,0.0328,0,0,0,0,0,0.6205,0.6205,94.972,94.972
08/09/22 15:00,473.12,450.61,0.6813,0.3056,0.6476,0.8449,15,0,3.8265,178.04,0.0337,0.0337,0,0,0,0,0,0.6476,0.6476,95.052,95.052
08/09/22 16:00,261.39,232,0.357,0,0.3336,0.7879,14,0,1.952,182.88,0.0233,0.0233,0,0,0,0,0,0.3336,0.3336,93.463,93.463
08/09/22 17:00,51.073,28.261,0.039,0,0.0328,0.396,14,0,0.224,174.24,0.0063,0.0063,0,0,0,0,0,0.0328,0.0328,83.95,83.95
08/09/22 18:00,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 19:00,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 20:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 21:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 22:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/22 23:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/22 00:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/22 01:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/22 02:00,0,0,0,0,0,0,9.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/22 03:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/22 04:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/22 05:00,0,0,0,0,0,0,9.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
