Year,Month,Day,Hour,Minute,air_temp,dni,ghi,period_end,period
2023,8,18,10,55,12,861,563,18/08/2023 10:55,0.00:05:00
2023,8,18,11,0,12,772,551,18/08/2023 11:00,0.00:05:00
2023,8,18,11,5,12,643,528,18/08/2023 11:05,0.00:05:00
2023,8,18,11,10,12,553,512,18/08/2023 11:10,0.00:05:00
2023,8,18,11,15,12,556,518,18/08/2023 11:15,0.00:05:00
2023,8,18,11,20,12,589,531,18/08/2023 11:20,0.00:05:00
2023,8,18,11,25,12,686,559,18/08/2023 11:25,0.00:05:00
2023,8,18,11,30,12,823,596,18/08/2023 11:30,0.00:05:00
2023,8,18,11,35,12,825,601,18/08/2023 11:35,0.00:05:00
2023,8,18,11,40,12,862,613,18/08/2023 11:40,0.00:05:00
2023,8,18,11,45,12,760,593,18/08/2023 11:45,0.00:05:00
2023,8,18,11,50,12,662,572,18/08/2023 11:50,0.00:05:00
2023,8,18,11,55,12,632,567,18/08/2023 11:55,0.00:05:00
2023,8,18,12,0,12,602,561,18/08/2023 12:00,0.00:05:00
2023,8,18,12,5,12,512,540,18/08/2023 12:05,0.00:05:00
2023,8,18,12,10,12,428,518,18/08/2023 12:10,0.00:05:00
2023,8,18,12,15,12,429,519,18/08/2023 12:15,0.00:05:00
2023,8,18,12,20,12,402,512,18/08/2023 12:20,0.00:05:00
2023,8,18,12,25,12,457,528,18/08/2023 12:25,0.00:05:00
2023,8,18,12,30,12,515,544,18/08/2023 12:30,0.00:05:00
2023,8,18,12,35,12,515,544,18/08/2023 12:35,0.00:05:00
2023,8,18,12,40,12,574,559,18/08/2023 12:40,0.00:05:00
2023,8,18,12,45,13,701,591,18/08/2023 12:45,0.00:05:00
2023,8,18,12,50,13,836,622,18/08/2023 12:50,0.00:05:00
2023,8,18,12,55,13,733,596,18/08/2023 12:55,0.00:05:00
2023,8,18,13,0,13,666,577,18/08/2023 13:00,0.00:05:00
2023,8,18,13,5,13,698,583,18/08/2023 13:05,0.00:05:00
2023,8,18,13,10,13,632,563,18/08/2023 13:10,0.00:05:00
2023,8,18,13,15,13,631,560,18/08/2023 13:15,0.00:05:00
2023,8,18,13,20,13,598,548,18/08/2023 13:20,0.00:05:00
2023,8,18,13,25,13,692,568,18/08/2023 13:25,0.00:05:00
2023,8,18,13,30,13,626,547,18/08/2023 13:30,0.00:05:00
2023,8,18,13,35,13,721,566,18/08/2023 13:35,0.00:05:00
2023,8,18,13,40,13,787,576,18/08/2023 13:40,0.00:05:00
2023,8,18,13,45,13,819,577,18/08/2023 13:45,0.00:05:00
2023,8,18,13,50,13,556,510,18/08/2023 13:50,0.00:05:00
2023,8,18,13,55,13,494,490,18/08/2023 13:55,0.00:05:00
2023,8,18,14,0,13,551,498,18/08/2023 14:00,0.00:05:00
2023,8,18,14,5,13,699,525,18/08/2023 14:05,0.00:05:00
2023,8,18,14,10,13,821,544,18/08/2023 14:10,0.00:05:00
2023,8,18,14,15,13,680,507,18/08/2023 14:15,0.00:05:00
2023,8,18,14,20,13,525,464,18/08/2023 14:20,0.00:05:00
2023,8,18,14,25,13,660,487,18/08/2023 14:25,0.00:05:00
2023,8,18,14,30,13,767,500,18/08/2023 14:30,0.00:05:00
2023,8,18,14,35,13,723,483,18/08/2023 14:35,0.00:05:00
2023,8,18,14,40,13,547,437,18/08/2023 14:40,0.00:05:00
2023,8,18,14,45,13,488,416,18/08/2023 14:45,0.00:05:00
2023,8,18,14,50,14,504,411,18/08/2023 14:50,0.00:05:00
2023,8,18,14,55,14,640,429,18/08/2023 14:55,0.00:05:00
2023,8,18,15,0,14,625,416,18/08/2023 15:00,0.00:05:00
2023,8,18,15,5,14,656,412,18/08/2023 15:05,0.00:05:00
2023,8,18,15,10,14,684,406,18/08/2023 15:10,0.00:05:00
2023,8,18,15,15,14,598,380,18/08/2023 15:15,0.00:05:00
2023,8,18,15,20,14,519,355,18/08/2023 15:20,0.00:05:00
2023,8,18,15,25,14,447,332,18/08/2023 15:25,0.00:05:00
2023,8,18,15,30,14,378,309,18/08/2023 15:30,0.00:05:00
2023,8,18,15,35,14,209,267,18/08/2023 15:35,0.00:05:00
2023,8,18,15,40,14,197,255,18/08/2023 15:40,0.00:05:00
2023,8,18,15,45,14,95,225,18/08/2023 15:45,0.00:05:00
2023,8,18,15,50,14,159,229,18/08/2023 15:50,0.00:05:00
2023,8,18,15,55,14,210,229,18/08/2023 15:55,0.00:05:00
2023,8,18,16,0,14,279,230,18/08/2023 16:00,0.00:05:00
2023,8,18,16,5,14,316,225,18/08/2023 16:05,0.00:05:00
2023,8,18,16,10,13,300,212,18/08/2023 16:10,0.00:05:00
2023,8,18,16,15,13,251,194,18/08/2023 16:15,0.00:05:00
2023,8,18,16,20,13,204,177,18/08/2023 16:20,0.00:05:00
2023,8,18,16,25,13,249,172,18/08/2023 16:25,0.00:05:00
2023,8,18,16,30,13,495,188,18/08/2023 16:30,0.00:05:00
2023,8,18,16,35,13,641,188,18/08/2023 16:35,0.00:05:00
2023,8,18,16,40,13,621,173,18/08/2023 16:40,0.00:05:00
2023,8,18,16,45,13,600,158,18/08/2023 16:45,0.00:05:00
2023,8,18,16,50,13,577,142,18/08/2023 16:50,0.00:05:00
2023,8,18,16,55,13,286,109,18/08/2023 16:55,0.00:05:00
2023,8,18,17,0,13,233,94,18/08/2023 17:00,0.00:05:00
2023,8,18,17,5,13,267,85,18/08/2023 17:05,0.00:05:00
2023,8,18,17,10,13,458,83,18/08/2023 17:10,0.00:05:00
2023,8,18,17,15,13,420,69,18/08/2023 17:15,0.00:05:00
2023,8,18,17,20,13,374,56,18/08/2023 17:20,0.00:05:00
2023,8,18,17,25,13,135,38,18/08/2023 17:25,0.00:05:00
2023,8,18,17,30,13,58,26,18/08/2023 17:30,0.00:05:00
2023,8,18,17,35,13,17,16,18/08/2023 17:35,0.00:05:00
2023,8,18,17,40,12,2,8,18/08/2023 17:40,0.00:05:00
2023,8,18,17,45,12,0,1,18/08/2023 17:45,0.00:05:00
2023,8,18,17,50,12,0,0,18/08/2023 17:50,0.00:05:00
2023,8,18,17,55,12,0,0,18/08/2023 17:55,0.00:05:00
2023,8,18,18,0,12,0,0,18/08/2023 18:00,0.00:05:00
2023,8,18,18,5,12,0,0,18/08/2023 18:05,0.00:05:00
2023,8,18,18,10,12,0,0,18/08/2023 18:10,0.00:05:00
2023,8,18,18,15,12,0,0,18/08/2023 18:15,0.00:05:00
2023,8,18,18,20,12,0,0,18/08/2023 18:20,0.00:05:00
2023,8,18,18,25,12,0,0,18/08/2023 18:25,0.00:05:00
2023,8,18,18,30,12,0,0,18/08/2023 18:30,0.00:05:00
2023,8,18,18,35,12,0,0,18/08/2023 18:35,0.00:05:00
2023,8,18,18,40,12,0,0,18/08/2023 18:40,0.00:05:00
2023,8,18,18,45,12,0,0,18/08/2023 18:45,0.00:05:00
2023,8,18,18,50,12,0,0,18/08/2023 18:50,0.00:05:00
2023,8,18,18,55,12,0,0,18/08/2023 18:55,0.00:05:00
2023,8,18,19,0,11,0,0,18/08/2023 19:00,0.00:05:00
2023,8,18,19,5,11,0,0,18/08/2023 19:05,0.00:05:00
2023,8,18,19,10,11,0,0,18/08/2023 19:10,0.00:05:00
2023,8,18,19,15,11,0,0,18/08/2023 19:15,0.00:05:00
2023,8,18,19,20,11,0,0,18/08/2023 19:20,0.00:05:00
2023,8,18,19,25,11,0,0,18/08/2023 19:25,0.00:05:00
2023,8,18,19,30,11,0,0,18/08/2023 19:30,0.00:05:00
2023,8,18,19,35,11,0,0,18/08/2023 19:35,0.00:05:00
2023,8,18,19,40,11,0,0,18/08/2023 19:40,0.00:05:00
2023,8,18,19,45,11,0,0,18/08/2023 19:45,0.00:05:00
2023,8,18,19,50,11,0,0,18/08/2023 19:50,0.00:05:00
2023,8,18,19,55,11,0,0,18/08/2023 19:55,0.00:05:00
2023,8,18,20,0,10,0,0,18/08/2023 20:00,0.00:05:00
2023,8,18,20,5,10,0,0,18/08/2023 20:05,0.00:05:00
2023,8,18,20,10,10,0,0,18/08/2023 20:10,0.00:05:00
2023,8,18,20,15,10,0,0,18/08/2023 20:15,0.00:05:00
2023,8,18,20,20,10,0,0,18/08/2023 20:20,0.00:05:00
2023,8,18,20,25,10,0,0,18/08/2023 20:25,0.00:05:00
2023,8,18,20,30,10,0,0,18/08/2023 20:30,0.00:05:00
2023,8,18,20,35,10,0,0,18/08/2023 20:35,0.00:05:00
2023,8,18,20,40,10,0,0,18/08/2023 20:40,0.00:05:00
2023,8,18,20,45,10,0,0,18/08/2023 20:45,0.00:05:00
2023,8,18,20,50,10,0,0,18/08/2023 20:50,0.00:05:00
2023,8,18,20,55,10,0,0,18/08/2023 20:55,0.00:05:00
2023,8,18,21,0,10,0,0,18/08/2023 21:00,0.00:05:00
2023,8,18,21,5,10,0,0,18/08/2023 21:05,0.00:05:00
2023,8,18,21,10,10,0,0,18/08/2023 21:10,0.00:05:00
2023,8,18,21,15,10,0,0,18/08/2023 21:15,0.00:05:00
2023,8,18,21,20,10,0,0,18/08/2023 21:20,0.00:05:00
2023,8,18,21,25,10,0,0,18/08/2023 21:25,0.00:05:00
2023,8,18,21,30,10,0,0,18/08/2023 21:30,0.00:05:00
2023,8,18,21,35,10,0,0,18/08/2023 21:35,0.00:05:00
2023,8,18,21,40,9,0,0,18/08/2023 21:40,0.00:05:00
2023,8,18,21,45,9,0,0,18/08/2023 21:45,0.00:05:00
2023,8,18,21,50,9,0,0,18/08/2023 21:50,0.00:05:00
2023,8,18,21,55,9,0,0,18/08/2023 21:55,0.00:05:00
2023,8,18,22,0,9,0,0,18/08/2023 22:00,0.00:05:00
2023,8,18,22,5,9,0,0,18/08/2023 22:05,0.00:05:00
2023,8,18,22,10,9,0,0,18/08/2023 22:10,0.00:05:00
2023,8,18,22,15,9,0,0,18/08/2023 22:15,0.00:05:00
2023,8,18,22,20,9,0,0,18/08/2023 22:20,0.00:05:00
2023,8,18,22,25,9,0,0,18/08/2023 22:25,0.00:05:00
2023,8,18,22,30,9,0,0,18/08/2023 22:30,0.00:05:00
2023,8,18,22,35,9,0,0,18/08/2023 22:35,0.00:05:00
2023,8,18,22,40,9,0,0,18/08/2023 22:40,0.00:05:00
2023,8,18,22,45,9,0,0,18/08/2023 22:45,0.00:05:00
2023,8,18,22,50,9,0,0,18/08/2023 22:50,0.00:05:00
2023,8,18,22,55,9,0,0,18/08/2023 22:55,0.00:05:00
2023,8,18,23,0,9,0,0,18/08/2023 23:00,0.00:05:00
2023,8,18,23,5,9,0,0,18/08/2023 23:05,0.00:05:00
2023,8,18,23,10,9,0,0,18/08/2023 23:10,0.00:05:00
2023,8,18,23,15,9,0,0,18/08/2023 23:15,0.00:05:00
2023,8,18,23,20,9,0,0,18/08/2023 23:20,0.00:05:00
2023,8,18,23,25,9,0,0,18/08/2023 23:25,0.00:05:00
2023,8,18,23,30,9,0,0,18/08/2023 23:30,0.00:05:00
2023,8,18,23,35,8,0,0,18/08/2023 23:35,0.00:05:00
2023,8,18,23,40,8,0,0,18/08/2023 23:40,0.00:05:00
2023,8,18,23,45,8,0,0,18/08/2023 23:45,0.00:05:00
2023,8,18,23,50,8,0,0,18/08/2023 23:50,0.00:05:00
2023,8,18,23,55,8,0,0,18/08/2023 23:55,0.00:05:00
2023,8,19,0,0,8,0,0,19/08/2023 0:00,0.00:05:00
2023,8,19,0,5,8,0,0,19/08/2023 0:05,0.00:05:00
2023,8,19,0,10,8,0,0,19/08/2023 0:10,0.00:05:00
2023,8,19,0,15,8,0,0,19/08/2023 0:15,0.00:05:00
2023,8,19,0,20,8,0,0,19/08/2023 0:20,0.00:05:00
2023,8,19,0,25,8,0,0,19/08/2023 0:25,0.00:05:00
2023,8,19,0,30,8,0,0,19/08/2023 0:30,0.00:05:00
2023,8,19,0,35,8,0,0,19/08/2023 0:35,0.00:05:00
2023,8,19,0,40,8,0,0,19/08/2023 0:40,0.00:05:00
2023,8,19,0,45,8,0,0,19/08/2023 0:45,0.00:05:00
2023,8,19,0,50,8,0,0,19/08/2023 0:50,0.00:05:00
2023,8,19,0,55,8,0,0,19/08/2023 0:55,0.00:05:00
2023,8,19,1,0,8,0,0,19/08/2023 1:00,0.00:05:00
2023,8,19,1,5,8,0,0,19/08/2023 1:05,0.00:05:00
2023,8,19,1,10,8,0,0,19/08/2023 1:10,0.00:05:00
2023,8,19,1,15,8,0,0,19/08/2023 1:15,0.00:05:00
2023,8,19,1,20,8,0,0,19/08/2023 1:20,0.00:05:00
2023,8,19,1,25,8,0,0,19/08/2023 1:25,0.00:05:00
2023,8,19,1,30,8,0,0,19/08/2023 1:30,0.00:05:00
2023,8,19,1,35,8,0,0,19/08/2023 1:35,0.00:05:00
2023,8,19,1,40,8,0,0,19/08/2023 1:40,0.00:05:00
2023,8,19,1,45,8,0,0,19/08/2023 1:45,0.00:05:00
2023,8,19,1,50,8,0,0,19/08/2023 1:50,0.00:05:00
2023,8,19,1,55,8,0,0,19/08/2023 1:55,0.00:05:00
2023,8,19,2,0,8,0,0,19/08/2023 2:00,0.00:05:00
2023,8,19,2,5,8,0,0,19/08/2023 2:05,0.00:05:00
2023,8,19,2,10,8,0,0,19/08/2023 2:10,0.00:05:00
2023,8,19,2,15,8,0,0,19/08/2023 2:15,0.00:05:00
2023,8,19,2,20,8,0,0,19/08/2023 2:20,0.00:05:00
2023,8,19,2,25,8,0,0,19/08/2023 2:25,0.00:05:00
2023,8,19,2,30,8,0,0,19/08/2023 2:30,0.00:05:00
2023,8,19,2,35,8,0,0,19/08/2023 2:35,0.00:05:00
2023,8,19,2,40,8,0,0,19/08/2023 2:40,0.00:05:00
2023,8,19,2,45,8,0,0,19/08/2023 2:45,0.00:05:00
2023,8,19,2,50,8,0,0,19/08/2023 2:50,0.00:05:00
2023,8,19,2,55,8,0,0,19/08/2023 2:55,0.00:05:00
2023,8,19,3,0,8,0,0,19/08/2023 3:00,0.00:05:00
2023,8,19,3,5,8,0,0,19/08/2023 3:05,0.00:05:00
2023,8,19,3,10,8,0,0,19/08/2023 3:10,0.00:05:00
2023,8,19,3,15,8,0,0,19/08/2023 3:15,0.00:05:00
2023,8,19,3,20,8,0,0,19/08/2023 3:20,0.00:05:00
2023,8,19,3,25,8,0,0,19/08/2023 3:25,0.00:05:00
2023,8,19,3,30,8,0,0,19/08/2023 3:30,0.00:05:00
2023,8,19,3,35,8,0,0,19/08/2023 3:35,0.00:05:00
2023,8,19,3,40,8,0,0,19/08/2023 3:40,0.00:05:00
2023,8,19,3,45,8,0,0,19/08/2023 3:45,0.00:05:00
2023,8,19,3,50,8,0,0,19/08/2023 3:50,0.00:05:00
2023,8,19,3,55,8,0,0,19/08/2023 3:55,0.00:05:00
2023,8,19,4,0,8,0,0,19/08/2023 4:00,0.00:05:00
2023,8,19,4,5,8,0,0,19/08/2023 4:05,0.00:05:00
2023,8,19,4,10,8,0,0,19/08/2023 4:10,0.00:05:00
2023,8,19,4,15,8,0,0,19/08/2023 4:15,0.00:05:00
2023,8,19,4,20,8,0,0,19/08/2023 4:20,0.00:05:00
2023,8,19,4,25,8,0,0,19/08/2023 4:25,0.00:05:00
2023,8,19,4,30,8,0,0,19/08/2023 4:30,0.00:05:00
2023,8,19,4,35,8,0,0,19/08/2023 4:35,0.00:05:00
2023,8,19,4,40,8,0,0,19/08/2023 4:40,0.00:05:00
2023,8,19,4,45,8,0,0,19/08/2023 4:45,0.00:05:00
2023,8,19,4,50,8,0,0,19/08/2023 4:50,0.00:05:00
2023,8,19,4,55,8,0,0,19/08/2023 4:55,0.00:05:00
2023,8,19,5,0,8,0,0,19/08/2023 5:00,0.00:05:00
2023,8,19,5,5,8,0,0,19/08/2023 5:05,0.00:05:00
2023,8,19,5,10,8,0,0,19/08/2023 5:10,0.00:05:00
2023,8,19,5,15,8,0,0,19/08/2023 5:15,0.00:05:00
2023,8,19,5,20,8,0,0,19/08/2023 5:20,0.00:05:00
2023,8,19,5,25,8,0,0,19/08/2023 5:25,0.00:05:00
2023,8,19,5,30,8,0,0,19/08/2023 5:30,0.00:05:00
2023,8,19,5,35,8,0,0,19/08/2023 5:35,0.00:05:00
2023,8,19,5,40,8,0,0,19/08/2023 5:40,0.00:05:00
2023,8,19,5,45,8,0,0,19/08/2023 5:45,0.00:05:00
2023,8,19,5,50,8,0,0,19/08/2023 5:50,0.00:05:00
2023,8,19,5,55,8,0,0,19/08/2023 5:55,0.00:05:00
2023,8,19,6,0,8,0,0,19/08/2023 6:00,0.00:05:00
2023,8,19,6,5,8,0,0,19/08/2023 6:05,0.00:05:00
2023,8,19,6,10,8,0,0,19/08/2023 6:10,0.00:05:00
2023,8,19,6,15,8,0,0,19/08/2023 6:15,0.00:05:00
2023,8,19,6,20,8,0,0,19/08/2023 6:20,0.00:05:00
2023,8,19,6,25,8,0,0,19/08/2023 6:25,0.00:05:00
2023,8,19,6,30,8,0,0,19/08/2023 6:30,0.00:05:00
2023,8,19,6,35,8,0,0,19/08/2023 6:35,0.00:05:00
2023,8,19,6,40,8,0,0,19/08/2023 6:40,0.00:05:00
2023,8,19,6,45,8,0,0,19/08/2023 6:45,0.00:05:00
2023,8,19,6,50,8,0,0,19/08/2023 6:50,0.00:05:00
2023,8,19,6,55,8,0,0,19/08/2023 6:55,0.00:05:00
2023,8,19,7,0,8,0,0,19/08/2023 7:00,0.00:05:00
2023,8,19,7,5,8,0,0,19/08/2023 7:05,0.00:05:00
2023,8,19,7,10,8,0,0,19/08/2023 7:10,0.00:05:00
2023,8,19,7,15,8,0,1,19/08/2023 7:15,0.00:05:00
2023,8,19,7,20,8,0,4,19/08/2023 7:20,0.00:05:00
2023,8,19,7,25,8,0,12,19/08/2023 7:25,0.00:05:00
2023,8,19,7,30,8,0,20,19/08/2023 7:30,0.00:05:00
2023,8,19,7,35,9,0,36,19/08/2023 7:35,0.00:05:00
2023,8,19,7,40,9,18,47,19/08/2023 7:40,0.00:05:00
2023,8,19,7,45,9,97,61,19/08/2023 7:45,0.00:05:00
2023,8,19,7,50,9,96,71,19/08/2023 7:50,0.00:05:00
2023,8,19,7,55,9,0,60,19/08/2023 7:55,0.00:05:00
2023,8,19,8,0,9,0,64,19/08/2023 8:00,0.00:05:00
2023,8,19,8,5,9,0,68,19/08/2023 8:05,0.00:05:00
2023,8,19,8,10,9,0,76,19/08/2023 8:10,0.00:05:00
2023,8,19,8,15,9,0,100,19/08/2023 8:15,0.00:05:00
2023,8,19,8,20,9,159,137,19/08/2023 8:20,0.00:05:00
2023,8,19,8,25,9,115,141,19/08/2023 8:25,0.00:05:00
2023,8,19,8,30,9,224,165,19/08/2023 8:30,0.00:05:00
2023,8,19,8,35,10,0,135,19/08/2023 8:35,0.00:05:00
2023,8,19,8,40,10,0,122,19/08/2023 8:40,0.00:05:00
2023,8,19,8,45,10,0,138,19/08/2023 8:45,0.00:05:00
2023,8,19,8,50,10,0,147,19/08/2023 8:50,0.00:05:00
2023,8,19,8,55,10,0,151,19/08/2023 8:55,0.00:05:00
2023,8,19,9,0,10,0,165,19/08/2023 9:00,0.00:05:00
2023,8,19,9,5,10,0,122,19/08/2023 9:05,0.00:05:00
2023,8,19,9,10,10,0,118,19/08/2023 9:10,0.00:05:00
2023,8,19,9,15,11,0,142,19/08/2023 9:15,0.00:05:00
2023,8,19,9,20,11,0,180,19/08/2023 9:20,0.00:05:00
2023,8,19,9,25,11,0,166,19/08/2023 9:25,0.00:05:00
2023,8,19,9,30,11,0,173,19/08/2023 9:30,0.00:05:00
2023,8,19,9,35,11,0,139,19/08/2023 9:35,0.00:05:00
2023,8,19,9,40,11,0,155,19/08/2023 9:40,0.00:05:00
2023,8,19,9,45,11,0,162,19/08/2023 9:45,0.00:05:00
2023,8,19,9,50,12,0,196,19/08/2023 9:50,0.00:05:00
2023,8,19,9,55,12,0,195,19/08/2023 9:55,0.00:05:00
2023,8,19,10,0,12,0,255,19/08/2023 10:00,0.00:05:00
2023,8,19,10,5,12,0,207,19/08/2023 10:05,0.00:05:00
2023,8,19,10,10,12,0,230,19/08/2023 10:10,0.00:05:00
2023,8,19,10,15,12,0,233,19/08/2023 10:15,0.00:05:00
2023,8,19,10,20,12,0,211,19/08/2023 10:20,0.00:05:00
2023,8,19,10,25,12,0,141,19/08/2023 10:25,0.00:05:00
2023,8,19,10,30,12,0,179,19/08/2023 10:30,0.00:05:00
2023,8,19,10,35,12,0,292,19/08/2023 10:35,0.00:05:00
2023,8,19,10,40,12,0,295,19/08/2023 10:40,0.00:05:00
2023,8,19,10,45,12,154,367,19/08/2023 10:45,0.00:05:00
2023,8,19,10,50,12,60,340,19/08/2023 10:50,0.00:05:00
2023,8,19,10,55,12,42,338,19/08/2023 10:55,0.00:05:00
2023,8,19,11,0,12,0,310,19/08/2023 11:00,0.00:05:00
2023,8,19,11,5,12,0,251,19/08/2023 11:05,0.00:05:00
2023,8,19,11,10,12,0,242,19/08/2023 11:10,0.00:05:00
2023,8,19,11,15,13,0,251,19/08/2023 11:15,0.00:05:00
2023,8,19,11,20,13,0,210,19/08/2023 11:20,0.00:05:00
2023,8,19,11,25,13,0,206,19/08/2023 11:25,0.00:05:00
2023,8,19,11,30,13,0,220,19/08/2023 11:30,0.00:05:00
2023,8,19,11,35,13,0,191,19/08/2023 11:35,0.00:05:00
2023,8,19,11,40,13,0,168,19/08/2023 11:40,0.00:05:00
2023,8,19,11,45,13,0,169,19/08/2023 11:45,0.00:05:00
2023,8,19,11,50,13,0,170,19/08/2023 11:50,0.00:05:00
2023,8,19,11,55,13,0,170,19/08/2023 11:55,0.00:05:00
2023,8,19,12,0,13,0,159,19/08/2023 12:00,0.00:05:00
2023,8,19,12,5,13,0,160,19/08/2023 12:05,0.00:05:00
2023,8,19,12,10,13,0,154,19/08/2023 12:10,0.00:05:00
2023,8,19,12,15,13,0,154,19/08/2023 12:15,0.00:05:00
2023,8,19,12,20,13,0,143,19/08/2023 12:20,0.00:05:00
2023,8,19,12,25,13,0,179,19/08/2023 12:25,0.00:05:00
2023,8,19,12,30,13,0,211,19/08/2023 12:30,0.00:05:00
2023,8,19,12,35,13,0,198,19/08/2023 12:35,0.00:05:00
2023,8,19,12,40,13,0,198,19/08/2023 12:40,0.00:05:00
2023,8,19,12,45,13,0,216,19/08/2023 12:45,0.00:05:00
2023,8,19,12,50,13,0,235,19/08/2023 12:50,0.00:05:00
2023,8,19,12,55,13,0,202,19/08/2023 12:55,0.00:05:00
2023,8,19,13,0,13,0,135,19/08/2023 13:00,0.00:05:00
2023,8,19,13,5,13,0,182,19/08/2023 13:05,0.00:05:00
2023,8,19,13,10,13,0,193,19/08/2023 13:10,0.00:05:00
2023,8,19,13,15,13,0,204,19/08/2023 13:15,0.00:05:00
2023,8,19,13,20,13,0,209,19/08/2023 13:20,0.00:05:00
2023,8,19,13,25,13,0,195,19/08/2023 13:25,0.00:05:00
2023,8,19,13,30,13,0,193,19/08/2023 13:30,0.00:05:00
2023,8,19,13,35,13,0,167,19/08/2023 13:35,0.00:05:00
2023,8,19,13,40,13,0,154,19/08/2023 13:40,0.00:05:00
2023,8,19,13,45,13,0,141,19/08/2023 13:45,0.00:05:00
2023,8,19,13,50,13,0,128,19/08/2023 13:50,0.00:05:00
2023,8,19,13,55,13,0,154,19/08/2023 13:55,0.00:05:00
2023,8,19,14,0,13,0,162,19/08/2023 14:00,0.00:05:00
2023,8,19,14,5,13,0,150,19/08/2023 14:05,0.00:05:00
2023,8,19,14,10,13,0,138,19/08/2023 14:10,0.00:05:00
2023,8,19,14,15,13,0,148,19/08/2023 14:15,0.00:05:00
2023,8,19,14,20,13,0,146,19/08/2023 14:20,0.00:05:00
2023,8,19,14,25,13,0,176,19/08/2023 14:25,0.00:05:00
2023,8,19,14,30,13,0,225,19/08/2023 14:30,0.00:05:00
2023,8,19,14,35,13,0,258,19/08/2023 14:35,0.00:05:00
2023,8,19,14,40,13,0,269,19/08/2023 14:40,0.00:05:00
2023,8,19,14,45,13,0,244,19/08/2023 14:45,0.00:05:00
2023,8,19,14,50,13,0,174,19/08/2023 14:50,0.00:05:00
2023,8,19,14,55,13,0,167,19/08/2023 14:55,0.00:05:00
2023,8,19,15,0,13,0,155,19/08/2023 15:00,0.00:05:00
2023,8,19,15,5,13,0,152,19/08/2023 15:05,0.00:05:00
2023,8,19,15,10,13,0,162,19/08/2023 15:10,0.00:05:00
2023,8,19,15,15,13,0,113,19/08/2023 15:15,0.00:05:00
2023,8,19,15,20,13,0,163,19/08/2023 15:20,0.00:05:00
2023,8,19,15,25,13,0,162,19/08/2023 15:25,0.00:05:00
2023,8,19,15,30,13,0,184,19/08/2023 15:30,0.00:05:00
2023,8,19,15,35,13,0,145,19/08/2023 15:35,0.00:05:00
2023,8,19,15,40,13,0,128,19/08/2023 15:40,0.00:05:00
2023,8,19,15,45,13,0,128,19/08/2023 15:45,0.00:05:00
2023,8,19,15,50,13,0,125,19/08/2023 15:50,0.00:05:00
2023,8,19,15,55,13,0,127,19/08/2023 15:55,0.00:05:00
2023,8,19,16,0,13,0,114,19/08/2023 16:00,0.00:05:00
2023,8,19,16,5,13,0,115,19/08/2023 16:05,0.00:05:00
2023,8,19,16,10,13,0,120,19/08/2023 16:10,0.00:05:00
2023,8,19,16,15,14,0,87,19/08/2023 16:15,0.00:05:00
2023,8,19,16,20,14,0,96,19/08/2023 16:20,0.00:05:00
2023,8,19,16,25,14,0,77,19/08/2023 16:25,0.00:05:00
2023,8,19,16,30,14,0,73,19/08/2023 16:30,0.00:05:00
2023,8,19,16,35,14,0,77,19/08/2023 16:35,0.00:05:00
2023,8,19,16,40,14,0,53,19/08/2023 16:40,0.00:05:00
2023,8,19,16,45,14,0,52,19/08/2023 16:45,0.00:05:00
2023,8,19,16,50,14,0,43,19/08/2023 16:50,0.00:05:00
2023,8,19,16,55,14,0,43,19/08/2023 16:55,0.00:05:00
2023,8,19,17,0,14,0,31,19/08/2023 17:00,0.00:05:00
2023,8,19,17,5,14,0,25,19/08/2023 17:05,0.00:05:00
2023,8,19,17,10,14,0,24,19/08/2023 17:10,0.00:05:00
2023,8,19,17,15,14,0,25,19/08/2023 17:15,0.00:05:00
2023,8,19,17,20,14,0,13,19/08/2023 17:20,0.00:05:00
2023,8,19,17,25,14,0,13,19/08/2023 17:25,0.00:05:00
2023,8,19,17,30,14,0,7,19/08/2023 17:30,0.00:05:00
2023,8,19,17,35,14,0,3,19/08/2023 17:35,0.00:05:00
2023,8,19,17,40,14,0,1,19/08/2023 17:40,0.00:05:00
2023,8,19,17,45,14,0,0,19/08/2023 17:45,0.00:05:00
2023,8,19,17,50,14,0,0,19/08/2023 17:50,0.00:05:00
2023,8,19,17,55,14,0,0,19/08/2023 17:55,0.00:05:00
2023,8,19,18,0,14,0,0,19/08/2023 18:00,0.00:05:00
2023,8,19,18,5,14,0,0,19/08/2023 18:05,0.00:05:00
2023,8,19,18,10,14,0,0,19/08/2023 18:10,0.00:05:00
2023,8,19,18,15,14,0,0,19/08/2023 18:15,0.00:05:00
2023,8,19,18,20,14,0,0,19/08/2023 18:20,0.00:05:00
2023,8,19,18,25,14,0,0,19/08/2023 18:25,0.00:05:00
2023,8,19,18,30,14,0,0,19/08/2023 18:30,0.00:05:00
2023,8,19,18,35,14,0,0,19/08/2023 18:35,0.00:05:00
2023,8,19,18,40,14,0,0,19/08/2023 18:40,0.00:05:00
2023,8,19,18,45,14,0,0,19/08/2023 18:45,0.00:05:00
2023,8,19,18,50,14,0,0,19/08/2023 18:50,0.00:05:00
2023,8,19,18,55,14,0,0,19/08/2023 18:55,0.00:05:00
2023,8,19,19,0,14,0,0,19/08/2023 19:00,0.00:05:00
2023,8,19,19,5,14,0,0,19/08/2023 19:05,0.00:05:00
